Orthogroup	Osmia_lignaria	Megalopta_genalis
OG0000939	XP_034179195.1	XP_033321096.1
OG0000940	XP_034172337.1	XP_033328958.1, XP_033328957.1
OG0000941	XP_034191099.1	XP_033332327.1
OG0000942	XP_034173241.1	XP_033323014.1
OG0000943	XP_034187292.1, XP_034187302.1, XP_034187313.1	XP_033330208.1
OG0000944	XP_034180327.1	XP_033336142.1
OG0000945	XP_034172642.1, XP_034172641.1, XP_034172643.1, XP_034172644.1	XP_033333263.1, XP_033333261.1, XP_033341490.1, XP_033341498.1, XP_033341497.1
OG0000946	XP_034189164.1	XP_033342035.1
OG0000948	XP_034189109.1, XP_034189108.1, XP_034189107.1, XP_034189106.1, XP_034189110.1	XP_033341943.1
OG0000949	XP_034171251.1	XP_033341906.1
OG0000950	XP_034189562.1, XP_034189563.1, XP_034189564.1, XP_034189560.1, XP_034189561.1	XP_033330499.1
OG0000951	XP_034187559.1, XP_034187562.1, XP_034187560.1	XP_033327030.1
OG0000952	XP_034176909.1	XP_033338369.1
OG0000953	XP_034177883.1, XP_034177882.1	XP_033327839.1, XP_033327838.1
OG0000954	XP_034177573.1, XP_034177571.1, XP_034177570.1	XP_033324078.1
OG0000955	XP_034172436.1, XP_034172433.1	XP_033341155.1, XP_033341158.1
OG0000957	XP_034196182.1, XP_034196181.1, XP_034196180.1	XP_033322680.1
OG0000958	XP_034195755.1	XP_033328373.1
OG0000958	XP_034195738.1	XP_033328372.1
OG0000959	XP_034190303.1, XP_034190307.1	XP_033337618.1, XP_033337623.1
OG0000960	XP_034185221.1	XP_033337549.1
OG0000961	XP_034185212.1	XP_033327463.1, XP_033327589.1
OG0000962	XP_034190596.1	XP_033327512.1
OG0000963	XP_034190592.1	XP_033327301.1, XP_033327302.1, XP_033327300.1
OG0000964	XP_034192476.1, XP_034192475.1	XP_033333140.1
OG0000965	XP_034188007.1, XP_034188006.1	XP_033329617.1, XP_033329618.1
OG0000966	XP_034190651.1	XP_033327520.1, XP_033327519.1, XP_033327521.1
OG0000967	XP_034184382.1	XP_033331786.1
OG0000968	XP_034180854.1	XP_033333400.1, XP_033333402.1, XP_033333664.1
OG0000969	XP_034191948.1	XP_033322201.1
OG0000970	XP_034189737.1	XP_033330542.1
OG0000971	XP_034175213.1	XP_033342993.1
OG0000973	XP_034183190.1, XP_034183192.1, XP_034183191.1	XP_033335441.1, XP_033335439.1, XP_033335443.1, XP_033335438.1, XP_033335442.1
OG0000974	XP_034179257.1, XP_034179259.1	XP_033339438.1, XP_033339443.1
OG0000975	XP_034178098.1	XP_033332065.1, XP_033332064.1
OG0000977	XP_034180877.1, XP_034180878.1, XP_034180881.1	XP_033324041.1
OG0000978	XP_034173828.1, XP_034179872.1, XP_034179870.1, XP_034179869.1, XP_034179873.1	XP_033329195.1, XP_033329194.1
OG0000979	XP_034179357.1, XP_034179358.1	XP_033322245.1
OG0000980	XP_034179823.1	XP_033339436.1, XP_033331961.1, XP_033331387.1
OG0000981	XP_034173634.1, XP_034173633.1, XP_034173632.1, XP_034173630.1, XP_034173631.1	XP_033340038.1
OG0000982	XP_034182733.1	XP_033330764.1
OG0000983	XP_034176447.1, XP_034176449.1	XP_033342122.1, XP_033342124.1
OG0000984	XP_034186145.1, XP_034186143.1, XP_034186146.1, XP_034186142.1	XP_033330424.1
OG0000985	XP_034175942.1, XP_034175941.1	XP_033334784.1, XP_033334783.1
OG0000986	XP_034171186.1, XP_034171187.1	XP_033330119.1, XP_033330201.1
OG0000987	XP_034191326.1, XP_034191325.1	XP_033338552.1, XP_033338548.1
OG0000988	XP_034195984.1, XP_034195981.1, XP_034195982.1, XP_034195986.1, XP_034195983.1	XP_033331094.1
OG0000989	XP_034184892.1, XP_034184891.1	XP_033342401.1
OG0000990	XP_034190380.1	XP_033337472.1, XP_033337474.1, XP_033337473.1
OG0000991	XP_034192064.1, XP_034192047.1, XP_034192054.1	XP_033329100.1
OG0000992	XP_034193961.1, XP_034193960.1	XP_033341650.1, XP_033341649.1
OG0000993	XP_034186094.1, XP_034186092.1	XP_033331423.1, XP_033331520.1
OG0000994	XP_034188924.1	XP_033321496.1
OG0000995	XP_034195401.1	XP_033322627.1
OG0000996	XP_034189355.1	XP_033334283.1, XP_033334282.1
OG0000997	XP_034181189.1	XP_033332747.1, XP_033332748.1
OG0000998	XP_034174336.1, XP_034174325.1, XP_034174316.1	XP_033321317.1
OG0000999	XP_034185813.1, XP_034185819.1, XP_034185816.1, XP_034185814.1, XP_034185818.1, XP_034185817.1	XP_033325685.1
OG0001000	XP_034192631.1, XP_034192632.1	XP_033339264.1, XP_033339265.1, XP_033339268.1, XP_033339267.1
OG0001001	XP_034190572.1, XP_034190569.1	XP_033328896.1, XP_033328898.1, XP_033328895.1, XP_033328894.1
OG0001002	XP_034171296.1	XP_033323983.1, XP_033323984.1, XP_033323985.1
OG0001003	XP_034184119.1	XP_033325972.1
OG0001004	XP_034186529.1, XP_034186530.1	XP_033338841.1
OG0001005	XP_034193193.1	XP_033342868.1
OG0001006	XP_034184078.1, XP_034184079.1, XP_034184077.1	XP_033339193.1, XP_033324163.1
OG0001007	XP_034192524.1	XP_033332959.1
OG0001008	XP_034176392.1, XP_034176391.1	XP_033331661.1
OG0001009	XP_034184376.1, XP_034184377.1, XP_034184378.1, XP_034184379.1	XP_033339188.1, XP_033339182.1, XP_033339192.1, XP_033339189.1, XP_033339191.1, XP_033339190.1
OG0001010	XP_034188799.1, XP_034188792.1	XP_033339880.1, XP_033340391.1
OG0001011	XP_034195937.1	XP_033329150.1
OG0001012	XP_034192455.1	XP_033333089.1
OG0001013	XP_034192654.1	XP_033339491.1
OG0001014	XP_034183094.1, XP_034183093.1, XP_034183096.1	XP_033332463.1, XP_033332462.1
OG0001015	XP_034170842.1, XP_034170843.1, XP_034170841.1	XP_033342172.1
OG0001017	XP_034171597.1	XP_033322617.1, XP_033322616.1
OG0001018	XP_034189832.1, XP_034189836.1, XP_034189837.1, XP_034189835.1, XP_034189834.1, XP_034189838.1	XP_033326058.1, XP_033326059.1
OG0001019	XP_034188040.1	XP_033333127.1
OG0001020	XP_034190862.1, XP_034190861.1, XP_034190863.1	XP_033335272.1, XP_033335274.1
OG0001021	XP_034170905.1	XP_033323611.1
OG0001022	XP_034194820.1, XP_034194675.1, XP_034195368.1, XP_034195066.1, XP_034182099.1, XP_034192284.1, XP_034195014.1, XP_034195013.1, XP_034174052.1, XP_034194635.1	XP_033339378.1
OG0001029	XP_034171206.1	XP_033321472.1
OG0001030	XP_034191728.1	XP_033337997.1, XP_033337998.1, XP_033337999.1, XP_033338001.1, XP_033337996.1
OG0001031	XP_034178816.1	XP_033337841.1
OG0001032	XP_034173988.1, XP_034173987.1	XP_033335191.1
OG0001033	XP_034178508.1, XP_034178507.1	XP_033331545.1
OG0001034	XP_034187652.1	XP_033334008.1
OG0001035	XP_034188785.1, XP_034188784.1	XP_033340853.1
OG0001036	XP_034193255.1, XP_034193256.1, XP_034193259.1, XP_034193260.1, XP_034193238.1	XP_033329811.1
OG0001037	XP_034179998.1, XP_034179999.1	XP_033335672.1, XP_033335673.1
OG0001039	XP_034181751.1, XP_034181753.1, XP_034181750.1	XP_033342110.1
OG0001040	XP_034176680.1, XP_034176682.1	XP_033335135.1, XP_033335134.1
OG0001041	XP_034188704.1	XP_033339437.1
OG0001042	XP_034176407.1, XP_034176406.1	XP_033342296.1, XP_033342294.1, XP_033342295.1
OG0001043	XP_034185427.1, XP_034185429.1, XP_034185430.1, XP_034185428.1	XP_033337388.1
OG0001044	XP_034176002.1, XP_034176001.1, XP_034176000.1, XP_034176003.1	XP_033335077.1, XP_033335076.1, XP_033335079.1, XP_033335078.1, XP_033335080.1
OG0001045	XP_034181845.1	XP_033329985.1, XP_033329986.1, XP_033329987.1
OG0001046	XP_034182558.1	XP_033323120.1
OG0001047	XP_034175539.1	XP_033335072.1
OG0001048	XP_034183588.1	XP_033329026.1
OG0001049	XP_034174979.1	XP_033342818.1, XP_033342819.1
OG0001050	XP_034189953.1	XP_033331490.1, XP_033331492.1, XP_033331491.1
OG0001051	XP_034190711.1, XP_034181180.1	XP_033332261.1
OG0001052	XP_034186465.1, XP_034186447.1, XP_034186456.1	XP_033333619.1, XP_033333620.1
OG0001053	XP_034178394.1	XP_033330230.1
OG0001054	XP_034189602.1	XP_033340252.1, XP_033340251.1
OG0001055	XP_034179958.1, XP_034179948.1	XP_033332291.1
OG0001056	XP_034181793.1, XP_034181794.1	XP_033333981.1, XP_033333980.1
OG0001057	XP_034191689.1	XP_033322722.1, XP_033322724.1, XP_033322719.1, XP_033322717.1, XP_033322721.1, XP_033322720.1, XP_033322723.1
OG0001058	XP_034180685.1, XP_034180684.1	XP_033324028.1
OG0001059	XP_034195396.1, XP_034195397.1	XP_033322625.1, XP_033322623.1, XP_033322624.1
OG0001060	XP_034186398.1	XP_033330030.1, XP_033330031.1
OG0001061	XP_034174654.1, XP_034174653.1	XP_033332724.1
OG0001062	XP_034192662.1	XP_033328031.1
OG0001063	XP_034173025.1	XP_033328890.1
OG0001064	XP_034172208.1	XP_033341502.1
OG0001065	XP_034172692.1, XP_034172693.1	XP_033341459.1
OG0001067	XP_034186781.1	XP_033338581.1, XP_033338580.1
OG0001068	XP_034191082.1	XP_033335279.1
OG0001069	XP_034178379.1, XP_034178376.1, XP_034178378.1, XP_034178377.1, XP_034178375.1	XP_033330187.1
OG0001070	XP_034196103.1	XP_033322678.1, XP_033322679.1
OG0001071	XP_034188920.1	XP_033339409.1
OG0001072	XP_034192556.1	XP_033334070.1
OG0001073	XP_034173171.1	XP_033321376.1
OG0001074	XP_034175638.1	XP_033339510.1
OG0001075	XP_034173869.1, XP_034173870.1	XP_033336787.1
OG0001076	XP_034189305.1, XP_034189304.1, XP_034189302.1	XP_033339478.1
OG0001077	XP_034184060.1, XP_034184059.1, XP_034184061.1	XP_033324217.1, XP_033324216.1
OG0001078	XP_034171771.1, XP_034171766.1	XP_033332288.1
OG0001079	XP_034186980.1	XP_033338434.1
OG0001080	XP_034181332.1	XP_033332827.1
OG0001081	XP_034188588.1, XP_034188589.1, XP_034188590.1	XP_033331175.1
OG0001082	XP_034177563.1	XP_033339198.1
OG0001083	XP_034181197.1	XP_033329489.1, XP_033329488.1
OG0001084	XP_034191779.1	XP_033336444.1
OG0001085	XP_034178206.1	XP_033334469.1
OG0001086	XP_034174532.1	XP_033336757.1
OG0001087	XP_034181704.1, XP_034181703.1	XP_033329390.1, XP_033329389.1
OG0001088	XP_034176624.1, XP_034176621.1	XP_033342008.1, XP_033342009.1
OG0001090	XP_034184356.1	XP_033339114.1
OG0001091	XP_034176840.1	XP_033337122.1, XP_033337121.1, XP_033337213.1
OG0001092	XP_034180232.1, XP_034180230.1	XP_033323905.1
OG0001092	XP_034180231.1	XP_033323904.1, XP_033323903.1
OG0001093	XP_034179981.1	XP_033330904.1, XP_033330903.1
OG0001094	XP_034186474.1, XP_034186475.1, XP_034186473.1, XP_034186472.1	XP_033324458.1
OG0001095	XP_034192289.1	XP_033324404.1, XP_033324402.1
OG0001096	XP_034187272.1	XP_033326491.1, XP_033326492.1
OG0001097	XP_034183384.1	XP_033342155.1
OG0001099	XP_034188615.1	XP_033321946.1
OG0001100	XP_034182686.1, XP_034182681.1	XP_033323150.1, XP_033323148.1, XP_033331213.1
OG0001101	XP_034176481.1, XP_034176482.1, XP_034176480.1, XP_034176479.1	XP_033334491.1
OG0001102	XP_034194247.1	XP_033329126.1
OG0001103	XP_034183564.1, XP_034183563.1	XP_033325371.1, XP_033325372.1
OG0001104	XP_034190553.1	XP_033337425.1, XP_033337424.1, XP_033337428.1, XP_033337427.1
OG0001105	XP_034177380.1	XP_033328009.1
OG0001106	XP_034187945.1	XP_033328714.1, XP_033328716.1
OG0001107	XP_034185650.1, XP_034185648.1, XP_034185647.1	XP_033334549.1
OG0001108	XP_034180827.1	XP_033330937.1
OG0001109	XP_034174988.1	XP_033343008.1
OG0001110	XP_034175828.1	XP_033334922.1
OG0001111	XP_034175722.1	XP_033342777.1
OG0001111	XP_034175727.1	XP_033342778.1
OG0001112	XP_034193341.1	XP_033334873.1, XP_033334872.1, XP_033334871.1
OG0001113	XP_034183310.1, XP_034183309.1	XP_033331335.1
OG0001114	XP_034184351.1	XP_033325790.1
OG0001115	XP_034176880.1, XP_034176881.1	XP_033328180.1, XP_033328178.1
OG0001116	XP_034188338.1	XP_033323192.1, XP_033323194.1, XP_033323193.1
OG0001117	XP_034179871.1	XP_033332358.1, XP_033332368.1
OG0001118	XP_034189209.1	XP_033342057.1, XP_033342049.1
OG0001119	XP_034171095.1, XP_034171092.1, XP_034171093.1, XP_034171094.1	XP_033341765.1
OG0001120	XP_034196535.1	XP_033334223.1, XP_033334224.1
OG0001121	XP_034189821.1	XP_033325546.1, XP_033325545.1, XP_033325548.1, XP_033325547.1, XP_033325543.1
OG0001122	XP_034187328.1, XP_034187330.1	XP_033338073.1, XP_033338075.1, XP_033338074.1
OG0001123	XP_034195954.1, XP_034195944.1	XP_033328421.1
OG0001124	XP_034195620.1, XP_034195619.1	XP_033339953.1, XP_033339952.1
OG0001125	XP_034177643.1	XP_033328456.1, XP_033328455.1
OG0001126	XP_034176792.1, XP_034176719.1	XP_033331853.1
OG0001127	XP_034177546.1, XP_034177547.1	XP_033328068.1, XP_033328071.1
OG0001128	XP_034190993.1	XP_033326372.1
OG0001129	XP_034175212.1	XP_033342913.1, XP_033342910.1, XP_033342911.1, XP_033342912.1, XP_033342909.1
OG0001130	XP_034172986.1, XP_034172987.1	XP_033341272.1, XP_033341271.1, XP_033341269.1, XP_033341268.1
OG0001131	XP_034196203.1	XP_033333990.1
OG0001132	XP_034196187.1, XP_034196188.1	XP_033323047.1
OG0001133	XP_034181348.1, XP_034181349.1	XP_033327497.1
OG0001134	XP_034192977.1	XP_033321337.1
OG0001136	XP_034182732.1, XP_034182731.1	XP_033330668.1
OG0001137	XP_034174701.1	XP_033338057.1, XP_033338060.1
OG0001138	XP_034177466.1	XP_033328209.1
OG0001139	XP_034192696.1	XP_033321258.1
OG0001140	XP_034196303.1, XP_034196305.1	XP_033321079.1
OG0001141	XP_034191655.1	XP_033322696.1
OG0001142	XP_034174415.1	XP_033333604.1
OG0001142	XP_034174455.1	XP_033333596.1
OG0001143	XP_034190315.1, XP_034190314.1	XP_033337566.1
OG0001144	XP_034186841.1	XP_033332931.1
OG0001145	XP_034189745.1, XP_034189744.1	XP_033325507.1, XP_033325505.1
OG0001146	XP_034186303.1	XP_033340713.1
OG0001147	XP_034175216.1	XP_033334650.1
OG0001148	XP_034191690.1, XP_034191691.1, XP_034191692.1	XP_033336631.1
OG0001149	XP_034193605.1	XP_033324761.1
OG0001150	XP_034186798.1, XP_034186796.1, XP_034186795.1, XP_034186797.1	XP_033338884.1
OG0001151	XP_034172736.1	XP_033341266.1
OG0001152	XP_034173732.1, XP_034173704.1, XP_034173742.1, XP_034173695.1, XP_034173714.1, XP_034173723.1	XP_033340746.1, XP_033340747.1
OG0001153	XP_034189230.1, XP_034189228.1, XP_034189227.1	XP_033342085.1, XP_033342086.1
OG0001154	XP_034170878.1, XP_034170876.1, XP_034170877.1	XP_033330571.1
OG0001155	XP_034189367.1, XP_034189365.1, XP_034189366.1	XP_033330771.1
OG0001156	XP_034187396.1	XP_033338126.1, XP_033338125.1
OG0001158	XP_034174541.1, XP_034174543.1, XP_034174540.1	XP_033341687.1, XP_033327053.1
OG0001159	XP_034174695.1, XP_034174692.1, XP_034174696.1, XP_034174693.1	XP_033333003.1, XP_033332943.1
OG0001160	XP_034192982.1, XP_034192979.1	XP_033321339.1
OG0001161	XP_034192954.1	XP_033320823.1, XP_033320824.1, XP_033320822.1, XP_033320821.1
OG0001162	XP_034189286.1	XP_033339499.1, XP_033339497.1, XP_033339498.1, XP_033339501.1
OG0001163	XP_034190495.1	XP_033340468.1, XP_033340467.1, XP_033340466.1, XP_033340470.1, XP_033340469.1
OG0001164	XP_034175603.1	XP_033322963.1
OG0001165	XP_034177076.1	XP_033331868.1
OG0001166	XP_034192453.1	XP_033329457.1
OG0001167	XP_034171515.1	XP_033340288.1, XP_033340291.1
OG0001168	XP_034183109.1, XP_034183161.1, XP_034183169.1, XP_034183144.1, XP_034183178.1, XP_034183126.1, XP_034183154.1, XP_034183194.1, XP_034183135.1	XP_033332579.1
OG0001169	XP_034185216.1	XP_033332662.1
OG0001170	XP_034171853.1	XP_033328260.1, XP_033328350.1, XP_033328498.1, XP_033328427.1
OG0001171	XP_034188145.1	XP_033339086.1
OG0001173	XP_034190466.1	XP_033329971.1, XP_033329972.1, XP_033329973.1
OG0001174	XP_034184086.1	XP_033325969.1
OG0001175	XP_034184392.1	XP_033332708.1
OG0001176	XP_034171787.1	XP_033334080.1, XP_033333961.1
OG0001177	XP_034184559.1	XP_033334344.1
OG0001178	XP_034196043.1, XP_034196044.1	XP_033340028.1
OG0001179	XP_034191718.1, XP_034191719.1, XP_034191717.1	XP_033333007.1
OG0001180	XP_034194866.1	XP_033333737.1, XP_033333739.1
OG0001181	XP_034183551.1	XP_033325424.1
OG0001182	XP_034176105.1, XP_034176107.1, XP_034176104.1, XP_034176106.1	XP_033334625.1
OG0001183	XP_034193123.1	XP_033342398.1
OG0001184	XP_034177871.1, XP_034177863.1	XP_033330973.1, XP_033330964.1, XP_033330978.1
OG0001185	XP_034180850.1, XP_034181347.1	XP_033322140.1
OG0001186	XP_034175186.1, XP_034175181.1	XP_033334736.1, XP_033334739.1
OG0001187	XP_034193387.1, XP_034193385.1, XP_034193386.1	XP_033335024.1
OG0001188	XP_034193408.1	XP_033342257.1, XP_033342258.1, XP_033342259.1
OG0001189	XP_034190118.1, XP_034190109.1	XP_033331832.1
OG0001190	XP_034176127.1	XP_033342944.1
OG0001191	XP_034178580.1	XP_033333963.1, XP_033334005.1
OG0001192	XP_034180067.1, XP_034180061.1	XP_033336052.1, XP_033336040.1
OG0001193	XP_034180626.1	XP_033335918.1
OG0001194	XP_034191479.1	XP_033336472.1
OG0001195	XP_034193492.1, XP_034193493.1, XP_034193494.1	XP_033321025.1, XP_033321017.1, XP_033321009.1, XP_033321003.1
OG0001196	XP_034178870.1	XP_033343041.1
OG0001197	XP_034190845.1	XP_033323640.1, XP_033323630.1, XP_033323032.1
OG0001200	XP_034177307.1, XP_034177306.1, XP_034177308.1	XP_033334061.1
OG0001201	XP_034181508.1	XP_033329533.1
OG0001202	XP_034194271.1	XP_033327724.1, XP_033327723.1
OG0001203	XP_034183762.1, XP_034183763.1	XP_033340592.1
OG0001204	XP_034175272.1, XP_034175271.1, XP_034175273.1	XP_033342956.1, XP_033342955.1
OG0001205	XP_034180859.1	XP_033330845.1, XP_033330846.1
OG0001206	XP_034178872.1	XP_033340326.1
OG0001206	XP_034178846.1	XP_033340325.1
OG0001208	XP_034182364.1, XP_034182370.1	XP_033321748.1, XP_033321750.1
OG0001209	XP_034181976.1	XP_033329889.1, XP_033329888.1
OG0001210	XP_034192705.1, XP_034192704.1	XP_033328044.1, XP_033328045.1
OG0001211	XP_034184584.1	XP_033333570.1
OG0001212	XP_034172186.1, XP_034172185.1	XP_033341520.1
OG0001213	XP_034186953.1, XP_034186951.1, XP_034186952.1, XP_034186954.1, XP_034186955.1	XP_033337098.1, XP_033337101.1, XP_033337100.1
OG0001214	XP_034175534.1, XP_034175535.1, XP_034175533.1	XP_033335088.1, XP_033335090.1, XP_033335089.1
OG0001215	XP_034191000.1	XP_033338492.1, XP_033338491.1
OG0001216	XP_034193696.1	XP_033324788.1
OG0001217	XP_034175686.1	XP_033334557.1, XP_033334556.1
OG0001218	XP_034189816.1	XP_033325489.1, XP_033325626.1
OG0001220	XP_034182829.1, XP_034182826.1, XP_034182827.1	XP_033323095.1
OG0001221	XP_034187112.1, XP_034187111.1	XP_033338442.1
OG0001222	XP_034185126.1, XP_034185125.1	XP_033337505.1
OG0001223	XP_034187966.1	XP_033332841.1
OG0001223	XP_034187994.1	XP_033332840.1
OG0001224	XP_034180332.1	XP_033336590.1
OG0001225	XP_034189449.1	XP_033325717.1, XP_033325718.1
OG0001226	XP_034176494.1	XP_033342510.1, XP_033342509.1
OG0001227	XP_034179763.1, XP_034179762.1	XP_033340933.1
OG0001228	XP_034193972.1, XP_034193974.1	XP_033327693.1
OG0001229	XP_034173456.1, XP_034173457.1, XP_034173455.1, XP_034173454.1	XP_033341382.1
OG0001230	XP_034170853.1	XP_033342198.1
OG0001230	XP_034171050.1	XP_033342197.1
OG0001231	XP_034176822.1, XP_034176827.1	XP_033337191.1, XP_033337196.1
OG0001232	XP_034194212.1	XP_033326408.1
OG0001233	XP_034180704.1, XP_034180707.1, XP_034180708.1, XP_034180705.1	XP_033335850.1
OG0001235	XP_034184936.1	XP_033327478.1
OG0001236	XP_034187265.1	XP_033330422.1, XP_033330414.1, XP_033330429.1
OG0001238	XP_034194705.1, XP_034192564.1	XP_033326117.1
OG0001239	XP_034186982.1, XP_034186983.1, XP_034186893.1	XP_033335400.1
OG0001240	XP_034184018.1, XP_034184017.1	XP_033339685.1, XP_033339684.1
OG0001241	XP_034192478.1, XP_034192479.1	XP_033332744.1
OG0001242	XP_034173498.1	XP_033322967.1, XP_033322969.1, XP_033322968.1
OG0001243	XP_034185127.1	XP_033327852.1
OG0001244	XP_034184813.1	XP_033337723.1
OG0001245	XP_034194879.1	XP_033331053.1, XP_033331054.1, XP_033331052.1, XP_033331055.1
OG0001246	XP_034178339.1	XP_033330274.1, XP_033330281.1
OG0001247	XP_034188597.1	XP_033339667.1
OG0001248	XP_034171782.1	XP_033323934.1
OG0001249	XP_034180812.1, XP_034180815.1	XP_033323954.1
OG0001250	XP_034188816.1, XP_034188817.1	XP_033340725.1
OG0001251	XP_034188783.1	XP_033341090.1
OG0001252	XP_034178569.1	XP_033334212.1
OG0001253	XP_034177328.1	XP_033328246.1
OG0001254	XP_034174253.1, XP_034174249.1	XP_033327208.1
OG0001256	XP_034181507.1	XP_033327378.1, XP_033327383.1
OG0001257	XP_034173212.1, XP_034173213.1	XP_033341379.1
OG0001258	XP_034175144.1	XP_033342738.1, XP_033342740.1, XP_033342739.1
OG0001260	XP_034193987.1	XP_033341559.1
OG0001261	XP_034180208.1, XP_034180207.1	XP_033336144.1
OG0001262	XP_034181900.1	XP_033333051.1, XP_033333052.1, XP_033333053.1, XP_033333054.1, XP_033333050.1
OG0001263	XP_034184185.1, XP_034184186.1	XP_033338031.1, XP_033338510.1
OG0001264	XP_034179126.1	XP_033327410.1, XP_033327409.1
OG0001265	XP_034176688.1	XP_033335131.1, XP_033335132.1, XP_033335133.1, XP_033335130.1
OG0001266	XP_034173156.1	XP_033341456.1
OG0001268	XP_034172314.1	XP_033331858.1
OG0001269	XP_034196230.1, XP_034196231.1	XP_033322804.1
OG0001270	XP_034180162.1, XP_034180163.1	XP_033335841.1, XP_033335842.1
OG0001271	XP_034173765.1, XP_034173767.1	XP_033333820.1
OG0001272	XP_034176394.1	XP_033331656.1, XP_033331655.1
OG0001273	XP_034180714.1, XP_034180713.1	XP_033336652.1, XP_033336651.1, XP_033336650.1
OG0001274	XP_034177697.1, XP_034177698.1	XP_033327987.1
OG0001275	XP_034171626.1	XP_033339756.1, XP_033339757.1, XP_033339759.1, XP_033339758.1
OG0001276	XP_034191872.1	XP_033335649.1
OG0001277	XP_034173739.1, XP_034173738.1	XP_033326576.1, XP_033326578.1
OG0001278	XP_034195603.1	XP_033330962.1
OG0001279	XP_034187045.1	XP_033338720.1, XP_033338461.1, XP_033338460.1, XP_033338462.1, XP_033338722.1, XP_033338719.1
OG0001280	XP_034180468.1	XP_033330549.1
OG0001282	XP_034188674.1	XP_033334409.1
OG0001283	XP_034188067.1	XP_033329584.1, XP_033329585.1
OG0001284	XP_034187833.1	XP_033323348.1
OG0001285	XP_034195846.1	XP_033320817.1
