Orthogroup	Osmia_lignaria	Megachile_rotundata
OG0001442	XP_034180925.1, XP_034180924.1	XP_012143501.1
OG0001443	XP_034190339.1	XP_012135633.1, XP_012135632.1, XP_012153578.1
OG0001444	XP_034173502.1, XP_034173501.1, XP_034173500.1, XP_034173499.1	XP_012141743.1
OG0001445	XP_034184713.1, XP_034184712.1	XP_012150476.1, XP_012150475.1, XP_012150477.1, XP_003707506.1
OG0001446	XP_034187487.1, XP_034187472.1, XP_034187481.1	XP_003707640.1, XP_012150641.1
OG0001447	XP_034190708.1, XP_034190717.1	XP_012146126.1, XP_003705671.1
OG0001448	XP_034187734.1	XP_012144165.1, XP_012144166.1
OG0001449	XP_034191699.1, XP_034191698.1	XP_012143342.1
OG0001450	XP_034189931.1, XP_034189923.1	XP_003706817.1, XP_012148970.1
OG0001451	XP_034181740.1	XP_012145393.1
OG0001452	XP_034173584.1	XP_003706426.1
OG0001453	XP_034187926.1	XP_012145321.1
OG0001454	XP_034178333.1, XP_034178315.1	XP_012153186.1
OG0001455	XP_034187234.1	XP_003701301.2
OG0001456	XP_034186570.1	XP_012144454.1
OG0001457	XP_034183262.1	XP_003707701.1
OG0001458	XP_034178551.1, XP_034178553.1	XP_012142629.1, XP_003704291.1, XP_012142631.1, XP_012142632.1, XP_012142633.1, XP_012142630.1
OG0001459	XP_034191849.1, XP_034191855.1	XP_012139810.1
OG0001460	XP_034180530.1	XP_012152627.1
OG0001461	XP_034179896.1	XP_012146880.1
OG0001461	XP_034179909.1	XP_003705950.1, XP_012146881.1
OG0001462	XP_034175975.1	XP_003700296.2
OG0001463	XP_034179174.1	XP_012143989.1
OG0001464	XP_034179642.1, XP_034179641.1, XP_034179643.1	XP_003705981.1, XP_012146974.1
OG0001465	XP_034186835.1	XP_012134919.1
OG0001466	XP_034172181.1, XP_034172190.1	XP_012148349.1, XP_012148346.1, XP_012148348.1, XP_012148347.1
OG0001467	XP_034186760.1, XP_034186761.1	XP_012154157.1, XP_003700478.1
OG0001468	XP_034172493.1	XP_012144664.1, XP_012144673.1, XP_012144668.1
OG0001469	XP_034188770.1	XP_012137296.1
OG0001470	XP_034172617.1, XP_034172616.1	XP_012148449.1
OG0001471	XP_034188737.1	XP_012147647.1
OG0001472	XP_034175886.1	XP_003702468.2
OG0001473	XP_034176191.1	XP_003702063.1
OG0001474	XP_034190762.1, XP_034190768.1	XP_012138565.1
OG0001475	XP_034194903.1, XP_034194888.1	XP_003702522.1
OG0001476	XP_034192501.1	XP_003703508.1, XP_012141349.1
OG0001476	XP_034181169.1	XP_003703611.1
OG0001477	XP_034194099.1	XP_003707106.1
OG0001479	XP_034180167.1	XP_012139788.1, XP_003702833.1, XP_012139787.1
OG0001480	XP_034182090.1, XP_034182088.1	XP_012142388.1, XP_012142384.1
OG0001481	XP_034183259.1	XP_003704915.1, XP_012144478.1
OG0001482	XP_034177948.1, XP_034177947.1	XP_003704198.1
OG0001483	XP_034192022.1, XP_034192020.1, XP_034192021.1	XP_012139669.1
OG0001484	XP_034179292.1, XP_034179293.1	XP_003705967.1
OG0001485	XP_034170956.1, XP_034170955.1, XP_034170957.1	XP_003702327.1
OG0001486	XP_034182160.1	XP_012145498.1, XP_012145489.1
OG0001487	XP_034195005.1	XP_003706513.1
OG0001488	XP_034193013.1, XP_034193012.1, XP_034193014.1	XP_012150188.1
OG0001489	XP_034196067.1, XP_034196066.1	XP_003706044.1
OG0001490	XP_034196380.1	XP_003705600.2
OG0001491	XP_034180479.1	XP_003708274.1
OG0001492	XP_034182561.1	XP_012136877.1
OG0001493	XP_034174719.1	XP_012139935.1, XP_012139932.1, XP_012139931.1, XP_003703031.1, XP_012139934.1, XP_012139930.1
OG0001494	XP_034177437.1	XP_003700355.1, XP_012154003.1
OG0001495	XP_034183271.1	XP_003700702.1
OG0001496	XP_034192618.1	XP_003700399.1
OG0001497	XP_034175631.1, XP_034175632.1	XP_012153734.1, XP_012153732.1, XP_003700242.1, XP_012153733.1
OG0001498	XP_034176015.1	XP_003702460.1, XP_012138709.1
OG0001499	XP_034176008.1, XP_034176007.1, XP_034176009.1, XP_034176006.1	XP_003702461.1
OG0001500	XP_034182378.1, XP_034182376.1	XP_003708120.1, XP_012152069.1, XP_012152068.1, XP_012152067.1
OG0001501	XP_034196311.1	XP_003703366.2
OG0001502	XP_034182709.1	XP_012142173.1, XP_003704019.1
OG0001503	XP_034193061.1	XP_003700402.1
OG0001504	XP_034190888.1, XP_034190889.1	XP_012134861.1
OG0001505	XP_034187836.1, XP_034187835.1	XP_003708459.1, XP_012152861.1
OG0001506	XP_034175668.1, XP_034175667.1	XP_003699352.1
OG0001507	XP_034183780.1	XP_003707024.1
OG0001508	XP_034189324.1, XP_034189323.1, XP_034189322.1	XP_012136404.1
OG0001509	XP_034180169.1	XP_003702830.1, XP_012139785.1
OG0001511	XP_034192617.1, XP_034192616.1	XP_003707359.1, XP_012150325.1, XP_012150326.1, XP_012150324.1
OG0001512	XP_034175094.1	XP_012154469.1, XP_003700566.1
OG0001514	XP_034184441.1, XP_034184439.1	XP_012150849.1
OG0001516	XP_034172915.1	XP_012147835.1, XP_003706430.1
OG0001517	XP_034196129.1	XP_012140618.1, XP_012140617.1, XP_012140619.1
OG0001521	XP_034190456.1, XP_034195182.1	XP_012148435.1, XP_012135998.1, XP_012144546.1
OG0001521	XP_034195052.1, XP_034194905.1	XP_012145923.1
OG0001523	XP_034177374.1, XP_034182482.1, XP_034190435.1	XP_012153569.1, XP_012152957.1, XP_012150528.1
OG0001525	XP_034170849.1	XP_003702289.1
OG0001526	XP_034184540.1	XP_003700025.2
OG0001527	XP_034194081.1	XP_003707107.1
OG0001528	XP_034180589.1	XP_003700030.1
OG0001529	XP_034193619.1, XP_034193622.1, XP_034193621.1, XP_034193620.1	XP_003705969.1
OG0001530	XP_034184187.1	XP_012149189.1
OG0001531	XP_034178122.1	XP_012142889.1
OG0001532	XP_034185836.1	XP_003705698.1
OG0001533	XP_034183623.1, XP_034183624.1	XP_012146524.1, XP_012146523.1
OG0001534	XP_034190244.1	XP_003701123.1
OG0001535	XP_034177352.1	XP_012149923.1
OG0001536	XP_034189909.1, XP_034189908.1, XP_034189910.1	XP_003705700.1, XP_012146303.1
OG0001537	XP_034196451.1	XP_012138921.1, XP_003702557.1, XP_012138922.1, XP_012138923.1, XP_012138920.1
OG0001538	XP_034179922.1, XP_034179921.1	XP_003705921.1
OG0001539	XP_034172460.1	XP_003706362.1
OG0001540	XP_034171300.1, XP_034171299.1	XP_012135343.1
OG0001541	XP_034180175.1, XP_034180173.1	XP_003702877.2
OG0001542	XP_034180706.1	XP_012149313.1, XP_003700021.1
OG0001543	XP_034171243.1, XP_034171241.1	XP_003702302.1, XP_012138338.1
OG0001544	XP_034194341.1, XP_034194340.1	XP_003708168.1
OG0001545	XP_034195262.1	XP_012152600.1, XP_012152604.1, XP_012152602.1, XP_012152601.1, XP_003708268.1
OG0001546	XP_034183922.1	XP_012146044.1
OG0001547	XP_034171201.1, XP_034171200.1	XP_003702267.1
OG0001548	XP_034179268.1, XP_034179266.1, XP_034179267.1	XP_003705590.1
OG0001550	XP_034190868.1	XP_003708469.1
OG0001551	XP_034187621.1	XP_003706164.1
OG0001552	XP_034195653.1	XP_003705597.1
OG0001553	XP_034187900.1, XP_034187897.1	XP_003703487.1
OG0001554	XP_034175679.1, XP_034175677.1, XP_034175678.1	XP_003699346.2
OG0001555	XP_034176388.1	XP_012138635.1, XP_003702471.1, XP_012138636.1, XP_012138638.1, XP_012138634.1
OG0001556	XP_034195665.1, XP_034195664.1	XP_012148401.1, XP_012148400.1
OG0001557	XP_034177135.1	XP_003700347.1
OG0001558	XP_034196624.1, XP_034196623.1	XP_012148684.1
OG0001559	XP_034183903.1	XP_003706229.1
OG0001560	XP_034184787.1	XP_003705064.1
OG0001561	XP_034194806.1	XP_012140684.1
OG0001562	XP_034180439.1, XP_034180438.1	XP_003707113.1
OG0001563	XP_034183745.1, XP_034183742.1	XP_012148808.1, XP_003706957.1
OG0001564	XP_034195485.1	XP_003703282.1
OG0001565	XP_034185939.1, XP_034185938.1, XP_034185936.1	XP_003706691.1
OG0001566	XP_034173066.1	XP_003702171.2
OG0001567	XP_034189712.1	XP_003704642.1
OG0001568	XP_034189318.1	XP_012143720.1
OG0001569	XP_034193885.1	XP_003705340.2
OG0001569	XP_034179875.1	XP_012147015.1
OG0001570	XP_034171629.1	XP_012138509.1
OG0001571	XP_034190127.1, XP_034190128.1	XP_003701062.1
OG0001572	XP_034190566.1	XP_012135711.1, XP_003701108.1, XP_012135710.1, XP_012135712.1
OG0001573	XP_034171037.1	XP_012153003.1
OG0001574	XP_034175670.1	XP_012153190.1
OG0001575	XP_034188732.1	XP_012147660.1, XP_012147659.1, XP_012147655.1
OG0001576	XP_034182937.1, XP_034182938.1, XP_034182940.1	XP_012134628.1
OG0001577	XP_034190263.1, XP_034190262.1	XP_003702482.1
OG0001578	XP_034190554.1	XP_003701267.1, XP_012135645.1, XP_012135646.1
OG0001579	XP_034174940.1	XP_003700568.1
OG0001580	XP_034193353.1, XP_034193354.1, XP_034193351.1, XP_034193352.1	XP_003699282.1, XP_012135099.1, XP_012135102.1
OG0001581	XP_034180721.1	XP_012151721.1, XP_012151698.1, XP_012151705.1, XP_012151726.1, XP_012151711.1
OG0001583	XP_034171818.1	XP_003702343.1
OG0001584	XP_034181228.1, XP_034181245.1, XP_034181235.1	XP_003702206.1
OG0001585	XP_034179111.1, XP_034179118.1	XP_003706617.1
OG0001586	XP_034179743.1	XP_003701721.2
OG0001587	XP_034172474.1, XP_034172473.1, XP_034172472.1	XP_003706440.1, XP_012147864.1, XP_012147865.1
OG0001588	XP_034183735.1, XP_034183733.1, XP_034183734.1	XP_003706785.1
OG0001589	XP_034186998.1	XP_012154088.1
OG0001590	XP_034189126.1	XP_003705722.1
OG0001591	XP_034188181.1, XP_034188310.1	XP_012143690.1, XP_012143698.1
OG0001592	XP_034196167.1	XP_003702428.1
OG0001593	XP_034193830.1	XP_012136259.1, XP_012136260.1
OG0001594	XP_034179812.1, XP_034179811.1, XP_034179810.1	XP_012136190.1, XP_012136191.1
OG0001595	XP_034184057.1	XP_012136000.1
OG0001596	XP_034182314.1	XP_003699919.1
OG0001597	XP_034177967.1	XP_003704335.2
OG0001598	XP_034175635.1, XP_034175636.1, XP_034175637.1	XP_003700243.1
OG0001599	XP_034188053.1	XP_012141284.1
OG0001600	XP_034187256.1	XP_012137497.1
OG0001601	XP_034196369.1	XP_003708528.1
OG0001602	XP_034171522.1, XP_034171523.1	XP_012145696.1, XP_003705443.1
OG0001603	XP_034181047.1, XP_034181050.1, XP_034181048.1, XP_034181052.1, XP_034181049.1	XP_012141487.1
OG0001604	XP_034188586.1, XP_034188585.1, XP_034188584.1, XP_034188587.1	XP_003703988.2
OG0001605	XP_034181765.1	XP_012141449.1
OG0001606	XP_034181771.1, XP_034181770.1, XP_034181769.1	XP_003703542.1, XP_012141451.1
OG0001607	XP_034191620.1	XP_012151849.1
OG0001608	XP_034181581.1, XP_034181582.1	XP_003703503.1
OG0001610	XP_034191766.1	XP_012149586.1
OG0001611	XP_034182822.1	XP_003706127.1
OG0001612	XP_034174854.1	XP_003700830.1
OG0001613	XP_034193958.1, XP_034193957.1	XP_003699660.2
OG0001614	XP_034182373.1	XP_012152061.1
OG0001615	XP_034171500.1, XP_034171499.1	XP_003707825.1
OG0001616	XP_034171139.1, XP_034171138.1, XP_034171140.1	XP_003700983.1
OG0001617	XP_034184446.1	XP_003704840.1
OG0001618	XP_034184453.1	XP_012144119.1, XP_012144120.1
OG0001619	XP_034174164.1	XP_012150623.1
OG0001620	XP_034184543.1	XP_012151337.1
OG0001621	XP_034184575.1, XP_034184576.1	XP_012150362.1
OG0001622	XP_034189335.1, XP_034189337.1	XP_012136026.1
OG0001623	XP_034173748.1, XP_034173750.1, XP_034173749.1	XP_012141945.1
OG0001624	XP_034190149.1, XP_034190150.1	XP_012148947.1, XP_012148946.1
OG0001625	XP_034184662.1	XP_012135527.1, XP_012135526.1
OG0001627	XP_034183465.1	XP_012148833.1, XP_003707039.1
OG0001628	XP_034183812.1, XP_034183813.1	XP_012144386.1
OG0001629	XP_034190067.1, XP_034190065.1	XP_012149886.1, XP_012149890.1, XP_012149885.1
OG0001630	XP_034179184.1	XP_012136217.1, XP_012136218.1
OG0001631	XP_034193742.1	XP_012153289.1
OG0001632	XP_034182817.1	XP_012147179.1, XP_012147178.1
OG0001633	XP_034170973.1	XP_003700974.2
OG0001634	XP_034184827.1	XP_012150513.1
OG0001635	XP_034176789.1	XP_003705218.1, XP_012145076.1
OG0001636	XP_034176799.1	XP_012145100.1
OG0001637	XP_034180318.1, XP_034180320.1	XP_012144858.1
OG0001638	XP_034185786.1, XP_034185784.1	XP_003705697.1
OG0001639	XP_034191216.1	XP_012149647.1
OG0001640	XP_034186539.1	XP_003700743.1
OG0001641	XP_034195969.1	XP_012146650.1
OG0001642	XP_034176921.1	XP_012145068.1, XP_012145244.1
OG0001643	XP_034171255.1, XP_034171259.1	XP_012135183.1, XP_003700865.1
OG0001644	XP_034185746.1	XP_012149328.1
OG0001645	XP_034186228.1, XP_034186229.1	XP_003701084.1
OG0001646	XP_034176302.1	XP_003699309.1, XP_012149002.1, XP_012148936.1, XP_012148869.1, XP_012149074.1
OG0001647	XP_034176549.1	XP_012151170.1
OG0001648	XP_034184249.1, XP_034184248.1	XP_003700016.1
OG0001649	XP_034178573.1, XP_034178581.1	XP_012150604.1, XP_012150605.1
OG0001650	XP_034186964.1, XP_034186965.1, XP_034186966.1, XP_034186963.1	XP_012134905.1
OG0001651	XP_034192685.1	XP_003707270.1
OG0001652	XP_034184947.1, XP_034184946.1	XP_012148057.1, XP_003706469.1
OG0001653	XP_034174647.1	XP_012139422.1
OG0001654	XP_034173804.1, XP_034174687.1	XP_012139341.1
OG0001655	XP_034185616.1	XP_012138882.1
OG0001656	XP_034184928.1	XP_003702732.2
OG0001657	XP_034179299.1	XP_012148273.1
OG0001658	XP_034189376.1	XP_003701541.2
OG0001659	XP_034189258.1, XP_034189257.1	XP_012136442.1
OG0001660	XP_034188757.1, XP_034188753.1	XP_003701550.1
OG0001661	XP_034189332.1	XP_012136627.1, XP_012136628.1
OG0001662	XP_034170892.1	XP_003701514.1
OG0001663	XP_034171694.1	XP_003702233.1
OG0001664	XP_034182461.1	XP_003701632.1
OG0001665	XP_034176389.1	XP_003702064.2
OG0001666	XP_034191950.1	XP_012143285.1, XP_003704560.2
OG0001668	XP_034189042.1, XP_034189043.1	XP_012139006.1, XP_012139007.1, XP_012139008.1, XP_003702610.1
OG0001669	XP_034177496.1, XP_034177495.1	XP_012150006.1
OG0001670	XP_034175495.1, XP_034175494.1	XP_012151227.1, XP_012151224.1, XP_003707733.2
OG0001671	XP_034175337.1	XP_003699324.1
OG0001673	XP_034192283.1	XP_012140569.1
OG0001674	XP_034192461.1	XP_003703053.1
OG0001675	XP_034173214.1	XP_012147979.1, XP_012147981.1
OG0001676	XP_034172285.1	XP_003706419.1
OG0001677	XP_034196057.1	XP_003706046.1, XP_012147074.1
OG0001678	XP_034194353.1, XP_034194354.1	XP_003708139.1
OG0001679	XP_034180916.1, XP_034180917.1	XP_003704511.1
OG0001680	XP_034185440.1	XP_012148072.1
OG0001681	XP_034181024.1	XP_003703489.1
OG0001682	XP_034170946.1	XP_003702338.1
OG0001683	XP_034171879.1	XP_012145689.1
OG0001684	XP_034170971.1, XP_034174074.1	XP_012135073.1
OG0001685	XP_034170926.1	XP_012138223.1
OG0001686	XP_034187527.1	XP_003706179.2
OG0001687	XP_034187447.1, XP_034187446.1	XP_003708452.1, XP_012152757.1, XP_012152758.1
OG0001688	XP_034187248.1, XP_034187247.1	XP_012134948.1
OG0001689	XP_034174194.1, XP_034174196.1	XP_012135018.1
OG0001691	XP_034176999.1	XP_012150152.1
OG0001691	XP_034176998.1	XP_003707306.2
OG0001693	XP_034187954.1, XP_034187956.1	XP_003707492.1
OG0001694	XP_034178110.1	XP_012140134.1, XP_012140131.1
OG0001695	XP_034181139.1	XP_012137790.1, XP_003702120.1
OG0001696	XP_034185358.1	XP_012150497.1, XP_003707519.1
OG0001697	XP_034185646.1	XP_012139324.1
OG0001698	XP_034184745.1, XP_034184746.1, XP_034184744.1	XP_012144745.1
OG0001699	XP_034176695.1, XP_034176697.1	XP_003704719.2
OG0001700	XP_034189422.1	XP_012149135.1
OG0001701	XP_034189940.1, XP_034183561.1	XP_003706987.1, XP_012148952.1
OG0001703	XP_034183424.1, XP_034183423.1	XP_012149143.1
OG0001704	XP_034174958.1, XP_034174955.1, XP_034174956.1, XP_034174957.1	XP_012154460.1
OG0001705	XP_034174877.1, XP_034174871.1	XP_012135309.1
OG0001706	XP_034176109.1	XP_012146446.1
OG0001707	XP_034183326.1	XP_012134593.1, XP_003700663.1
OG0001708	XP_034178060.1	XP_012142974.1
OG0001709	XP_034178520.1	XP_003704394.1
OG0001710	XP_034194601.1	XP_012143073.1
OG0001711	XP_034178717.1, XP_034178716.1	XP_012140448.1, XP_012140449.1
OG0001712	XP_034178727.1	XP_012140447.1, XP_003703168.1
OG0001713	XP_034180203.1	XP_012147291.1
OG0001715	XP_034180349.1	XP_012152664.1
OG0001716	XP_034180613.1, XP_034180614.1, XP_034180611.1, XP_034180612.1	XP_003701926.1
OG0001717	XP_034180111.1	XP_012139791.1, XP_012139790.1, XP_012139792.1
OG0001718	XP_034187298.1	XP_012153871.1
OG0001719	XP_034179198.1, XP_034179199.1	XP_012143897.1, XP_012143894.1, XP_012143896.1
OG0001720	XP_034179451.1	XP_003701439.1
OG0001721	XP_034186751.1	XP_012154144.1
OG0001723	XP_034177425.1	XP_012137925.1, XP_012137926.1, XP_012137924.1
OG0001724	XP_034172532.1	XP_012151822.1
OG0001725	XP_034183730.1	XP_003705788.2
OG0001726	XP_034189256.1, XP_034189255.1	XP_003701589.1
OG0001727	XP_034189173.1	XP_012136385.1, XP_012136386.1
OG0001728	XP_034188975.1	XP_003701851.1
OG0001729	XP_034189204.1, XP_034189205.1, XP_034189203.1	XP_012136377.1
OG0001730	XP_034171512.1	XP_012136731.1, XP_012136730.1, XP_012136732.1
OG0001731	XP_034171056.1	XP_012136615.1
OG0001732	XP_034194429.1, XP_034194426.1	XP_012152274.1, XP_003708162.1
OG0001733	XP_034194387.1	XP_012152183.1, XP_012152182.1
OG0001734	XP_034182788.1, XP_034182787.1, XP_034182793.1	XP_012147195.1
OG0001735	XP_034173310.1	XP_012141653.1, XP_012141654.1, XP_012141655.1, XP_012141656.1
OG0001736	XP_034182736.1	XP_012146567.1, XP_012146574.1, XP_012146566.1
OG0001737	XP_034187343.1	XP_012134954.1
OG0001738	XP_034174020.1, XP_034174019.1, XP_034174022.1, XP_034174023.1, XP_034174024.1	XP_012147456.1
OG0001739	XP_034196435.1	XP_003703061.1
OG0001740	XP_034174847.1, XP_034174848.1	XP_012141933.1, XP_012141932.1
OG0001741	XP_034174317.1	XP_012134987.1
OG0001742	XP_034171308.1	XP_012135316.1, XP_012135315.1
OG0001743	XP_034174753.1, XP_034174750.1	XP_012139955.1, XP_012139959.1, XP_012139957.1
OG0001745	XP_034177785.1	XP_012145126.1, XP_003705223.2
OG0001746	XP_034177920.1, XP_034177921.1, XP_034177922.1, XP_034177919.1, XP_034177918.1, XP_034177923.1	XP_012145155.1
OG0001747	XP_034190946.1	XP_003704098.1
OG0001748	XP_034176743.1	XP_012149995.1, XP_003707472.1
OG0001749	XP_034192968.1	XP_012154056.1
OG0001750	XP_034177683.1	XP_012141244.1
OG0001751	XP_034177282.1	XP_003707287.1
OG0001752	XP_034192906.1, XP_034192903.1	XP_012144919.1
OG0001753	XP_034177517.1, XP_034177518.1, XP_034177516.1	XP_003701865.1
OG0001754	XP_034195028.1, XP_034195036.1	XP_003705854.1, XP_012146689.1
OG0001755	XP_034189008.1, XP_034189011.1	XP_003702605.2
OG0001756	XP_034196319.1	XP_012139206.1, XP_012139208.1
OG0001757	XP_034195426.1	XP_012140780.1
OG0001758	XP_034176402.1, XP_034176411.1	XP_003702157.1
OG0001759	XP_034175543.1	XP_012144041.1, XP_003704785.1
OG0001760	XP_034191947.1, XP_034191946.1, XP_034191944.1, XP_034191945.1	XP_012143294.1, XP_012143293.1
OG0001761	XP_034194579.1	XP_003705301.2, XP_012145344.1
OG0001762	XP_034184948.1	XP_012144760.1
OG0001763	XP_034181396.1, XP_034181395.1	XP_003707483.1, XP_012150389.1
OG0001764	XP_034188059.1	XP_012141282.1
OG0001765	XP_034175981.1	XP_012153751.1, XP_012153750.1, XP_012153748.1, XP_012153749.1, XP_012153752.1
OG0001766	XP_034190377.1, XP_034190374.1, XP_034190375.1, XP_034190379.1, XP_034190378.1, XP_034190376.1	XP_003702485.1
OG0001767	XP_034191753.1	XP_012137524.1, XP_012137526.1
OG0001768	XP_034184070.1, XP_034184073.1	XP_012144107.1, XP_012144112.1
OG0001769	XP_034191697.1	XP_012143520.1
OG0001770	XP_034185955.1	XP_012148506.1
OG0001771	XP_034186802.1	XP_003700757.1
OG0001772	XP_034183808.1	XP_012149161.1
OG0001772	XP_034183809.1	XP_012149162.1
OG0001773	XP_034185771.1, XP_034185770.1	XP_012150977.1
OG0001774	XP_034181303.1, XP_034181302.1	XP_003702003.1
OG0001775	XP_034183692.1	XP_003706896.1
OG0001776	XP_034186151.1	XP_003699749.1
OG0001777	XP_034176446.1, XP_034176444.1, XP_034176445.1, XP_034176443.1	XP_012146023.1
OG0001778	XP_034172904.1, XP_034172905.1	XP_003708014.1, XP_012151788.1, XP_012151789.1
OG0001779	XP_034185011.1, XP_034185010.1, XP_034185012.1	XP_012145289.1
OG0001780	XP_034193307.1	XP_012135251.1
OG0001781	XP_034175090.1	XP_012138642.1, XP_012138641.1, XP_003702450.1, XP_012138640.1
OG0001782	XP_034170963.1, XP_034171019.1	XP_012153011.1
OG0001783	XP_034176489.1	XP_012134521.1
OG0001784	XP_034181358.1	XP_012141587.1
OG0001785	XP_034186590.1, XP_034186588.1	XP_012153029.1
OG0001786	XP_034179498.1	XP_003704160.1, XP_003704145.1
OG0001787	XP_034178659.1, XP_034178657.1	XP_012143120.1
OG0001788	XP_034178480.1, XP_034178478.1	XP_012142716.1
OG0001789	XP_034178310.1	XP_012142927.1
OG0001790	XP_034178168.1	XP_012143048.1
OG0001791	XP_034178137.1, XP_034178138.1, XP_034178139.1	XP_012142896.1
OG0001792	XP_034178391.1	XP_003703167.2
OG0001793	XP_034172884.1	XP_012141701.1, XP_012141700.1, XP_012141699.1, XP_003703880.2
OG0001794	XP_034180723.1	XP_012152509.1, XP_012152510.1
OG0001795	XP_034180413.1, XP_034180412.1, XP_034180411.1	XP_012137441.1
OG0001797	XP_034180462.1, XP_034180460.1, XP_034180461.1	XP_012137541.1
OG0001798	XP_034191975.1	XP_012139801.1
OG0001799	XP_034180634.1	XP_012139338.1, XP_012139339.1, XP_012139340.1, XP_003702874.1
OG0001800	XP_034191722.1, XP_034191723.1, XP_034191724.1	XP_012149609.1
OG0001801	XP_034180282.1	XP_003702875.1
OG0001802	XP_034196072.1	XP_012147062.1, XP_003706041.1
OG0001803	XP_034193814.1	XP_012136267.1
OG0001804	XP_034193843.1	XP_012136276.1, XP_003701438.1
OG0001805	XP_034193837.1	XP_012136264.1
OG0001806	XP_034185973.1	XP_003705708.1
OG0001807	XP_034181073.1	XP_012147745.1, XP_012147746.1, XP_012147747.1, XP_012147748.1
OG0001808	XP_034179018.1	XP_012145799.1
OG0001808	XP_034179160.1	XP_003705494.1
OG0001810	XP_034190899.1	XP_012154349.1
OG0001811	XP_034173446.1, XP_034173445.1	XP_003705043.1
OG0001812	XP_034175325.1	XP_003704801.1
OG0001813	XP_034189958.1	XP_012143834.1
OG0001814	XP_034183207.1	XP_012148051.1, XP_012148050.1, XP_012148049.1
OG0001815	XP_034191010.1	XP_003707159.2
OG0001816	XP_034184003.1	XP_012150462.1
