Orthogroup	Osmia_lignaria	Apis_mellifera
OG0001590	XP_034189126.1	XP_006557417.1, XP_006557418.1
OG0001591	XP_034188181.1, XP_034188310.1	XP_006557505.2
OG0001592	XP_034196167.1	XP_006557555.1
OG0001593	XP_034193827.1	XP_006558328.1
OG0001593	XP_034193830.1	XP_006558330.1
OG0001594	XP_034179812.1, XP_034179811.1, XP_034179810.1	XP_006558376.1
OG0001595	XP_034184057.1	XP_006558421.1
OG0001596	XP_034182314.1	XP_026295286.1, XP_006558448.1
OG0001597	XP_034177967.1	XP_006558579.1, XP_006558580.1
OG0001598	XP_034175635.1, XP_034175636.1, XP_034175637.1	XP_006558673.1
OG0001599	XP_034188053.1	XP_006558719.1
OG0001600	XP_034187256.1	XP_006558736.1, XP_006558737.1
OG0001601	XP_034196369.1	XP_006559056.1
OG0001602	XP_034171522.1, XP_034171523.1	XP_006559184.1
OG0001603	XP_034181047.1, XP_034181050.1, XP_034181048.1, XP_034181052.1, XP_034181049.1	XP_026298242.1, XP_006559649.1
OG0001604	XP_034188586.1, XP_034188585.1, XP_034188584.1, XP_034188587.1	XP_006559764.1
OG0001605	XP_034181765.1	XP_016768657.1, XP_006559864.1, XP_006559862.1
OG0001606	XP_034181771.1, XP_034181770.1, XP_034181769.1	XP_016768667.1, XP_006559866.1
OG0001607	XP_034191620.1	XP_006560091.1
OG0001608	XP_034181581.1, XP_034181582.1	XP_006560218.1
OG0001610	XP_034191766.1	XP_006560280.1
OG0001611	XP_034182822.1	XP_006560547.1, XP_006560548.1
OG0001612	XP_034174854.1	XP_006560619.1
OG0001613	XP_034193958.1, XP_034193957.1	XP_006560753.1
OG0001614	XP_034182373.1	XP_006560988.1
OG0001614	XP_034182374.1	XP_006560991.1
OG0001615	XP_034171500.1, XP_034171499.1	XP_006561186.2
OG0001616	XP_034171139.1, XP_034171138.1, XP_034171140.1	XP_006561220.1
OG0001617	XP_034184446.1	XP_006561677.1
OG0001618	XP_034184453.1	XP_006561681.1, XP_006561682.1
OG0001619	XP_034174164.1	XP_006561752.1
OG0001620	XP_034184543.1	XP_006561808.1, XP_006561810.1, XP_006561809.1
OG0001621	XP_034184575.1, XP_034184576.1	XP_006561898.2
OG0001622	XP_034189335.1, XP_034189337.1	XP_006562017.1
OG0001623	XP_034173748.1, XP_034173750.1, XP_034173749.1	XP_006562397.1
OG0001624	XP_034190149.1, XP_034190150.1	XP_006562420.1
OG0001625	XP_034184662.1	XP_623079.2, XP_006562631.2
OG0001627	XP_034183465.1	XP_006562885.1, XP_006562884.1
OG0001628	XP_034183812.1, XP_034183813.1	XP_006562941.1
OG0001629	XP_034190067.1, XP_034190065.1	XP_006563298.1
OG0001630	XP_034179184.1	XP_006563554.1, XP_006563555.1
OG0001631	XP_034193742.1	XP_016772164.2
OG0001632	XP_034182817.1	XP_624474.1, XP_006564004.1
OG0001633	XP_034170973.1	XP_006564297.1
OG0001634	XP_034184827.1	XP_396904.4, XP_006564567.2, XP_006564566.2
OG0001635	XP_034176789.1	XP_016767840.1, XP_006564840.1
OG0001636	XP_034176799.1	XP_026296716.1, XP_006564853.1
OG0001637	XP_034180318.1, XP_034180320.1	XP_026300501.1, XP_006565013.1, XP_016773443.1
OG0001638	XP_034185786.1, XP_034185784.1	XP_623782.1, XP_006565058.1
OG0001639	XP_034191216.1	XP_006565281.1
OG0001640	XP_034186539.1	XP_006565326.1
OG0001641	XP_034195969.1	XP_006565466.2
OG0001642	XP_034176921.1	XP_006565642.2
OG0001643	XP_034171255.1, XP_034171259.1	XP_006565919.1, XP_006565917.1
OG0001644	XP_034185746.1	XP_006566165.1
OG0001645	XP_034186228.1, XP_034186229.1	XP_006566221.2, XP_006566223.2
OG0001646	XP_034176302.1	XP_006566407.2, XP_016770754.2
OG0001647	XP_034176549.1	XP_006566449.1
OG0001648	XP_034184249.1, XP_034184248.1	XP_006567446.1
OG0001649	XP_034178573.1, XP_034178581.1	XP_006567467.1
OG0001650	XP_034186964.1, XP_034186965.1, XP_034186966.1, XP_034186963.1	XP_006567668.1, XP_006567667.1, XP_395429.3
OG0001651	XP_034192685.1	XP_006567711.2, XP_006567712.2
OG0001652	XP_034184947.1, XP_034184946.1	XP_006567755.2
OG0001653	XP_034174647.1	XP_006567812.1, XP_016767872.1, XP_006567813.1
OG0001654	XP_034173804.1, XP_034174687.1	XP_006567818.1
OG0001655	XP_034185616.1	XP_006568074.2
OG0001656	XP_034184928.1	XP_006568121.2
OG0001657	XP_034179299.1	XP_006568626.1
OG0001658	XP_034189376.1	XP_006568799.1
OG0001659	XP_034189258.1, XP_034189257.1	XP_006568802.1
OG0001660	XP_034188757.1, XP_034188753.1	XP_006568830.2
OG0001661	XP_034189332.1	XP_006568863.1, XP_006568862.1
OG0001662	XP_034170892.1	XP_006569044.1
OG0001663	XP_034171694.1	XP_006569136.1, XP_624507.1, XP_016766306.1
OG0001664	XP_034182461.1	XP_006569306.1
OG0001665	XP_034176389.1	XP_006569469.1, XP_016768683.1, XP_394666.3
OG0001666	XP_034191950.1	XP_006569779.1, XP_016769123.1, XP_396175.2
OG0001667	XP_034191345.1, XP_034191344.1	XP_016767791.1, XP_006570010.1
OG0001668	XP_034189042.1, XP_034189043.1	XP_006570024.1
OG0001669	XP_034177496.1, XP_034177495.1	XP_006570296.1
OG0001670	XP_034175495.1, XP_034175494.1	XP_006570391.1, XP_016770284.1
OG0001671	XP_034175337.1	XP_006570433.2
OG0001673	XP_034192283.1	XP_006570746.1, XP_006570749.1
OG0001674	XP_034192461.1	XP_016768088.1, XP_006570947.2, XP_006570946.1, XP_016768089.1, XP_016768090.1
OG0001675	XP_034173214.1	XP_006571593.2, XP_016771656.2
OG0001676	XP_034172285.1	XP_006571672.1, XP_394261.3, XP_006571671.1
OG0001677	XP_034196057.1	XP_006571701.2, XP_624577.2
OG0001678	XP_034194353.1, XP_034194354.1	XP_393064.5, XP_016772735.2, XP_006571932.2
OG0001679	XP_034180916.1, XP_034180917.1	XP_006572022.1
OG0001680	XP_034185440.1	XP_006572049.1
OG0001681	XP_034181024.1	XP_006572431.2
OG0001682	XP_034170946.1	XP_016766188.2
OG0001683	XP_034171879.1	XP_016766225.1, XP_016766222.1
OG0001684	XP_034170971.1, XP_034174074.1	XP_016766426.1
OG0001685	XP_034170926.1	XP_016766513.2, XP_026294932.1
OG0001686	XP_034187527.1, XP_034187525.1	XP_016767198.1
OG0001687	XP_034187447.1, XP_034187446.1	XP_016767213.1
OG0001688	XP_034187248.1, XP_034187247.1	XP_016767443.2
OG0001689	XP_034174194.1, XP_034174196.1	XP_016767483.1, XP_392445.3
OG0001691	XP_034176999.1, XP_034176998.1	XP_016767937.1, XP_392575.3
OG0001692	XP_034181209.1, XP_034181210.1	XP_016768465.1, XP_016768466.1, XP_016768464.1
OG0001693	XP_034187954.1, XP_034187956.1	XP_016768578.1
OG0001694	XP_034178110.1	XP_016768660.2, XP_016768664.2
OG0001695	XP_034181139.1	XP_016768770.2
OG0001696	XP_034185358.1	XP_016768990.1
OG0001697	XP_034185646.1	XP_016769119.1
OG0001698	XP_034184745.1, XP_034184746.1, XP_034184744.1	XP_016769141.2
OG0001699	XP_034176695.1, XP_034176697.1	XP_016769587.1
OG0001700	XP_034189422.1	XP_016769797.1
OG0001701	XP_034189940.1, XP_034183561.1	XP_016769925.1
OG0001702	XP_034186298.1	XP_016769933.1, XP_016769932.1
OG0001703	XP_034183424.1, XP_034183423.1	XP_016770011.2
OG0001704	XP_034174958.1, XP_034174955.1, XP_034174956.1, XP_034174957.1	XP_016770407.1
OG0001705	XP_034174877.1, XP_034174871.1	XP_016770549.2, XP_016770554.2, XP_026299860.1
OG0001706	XP_034176109.1	XP_016770706.1
OG0001707	XP_034183326.1	XP_016771061.1, XP_396670.3
OG0001708	XP_034178054.1	XP_016771297.2
OG0001709	XP_034178520.1	XP_016771313.1
OG0001710	XP_034194601.1	XP_016771320.1
OG0001711	XP_034178717.1, XP_034178716.1	XP_016771331.1, XP_016771334.1
OG0001712	XP_034178727.1	XP_016771335.1, XP_016771336.1, XP_026300595.1
OG0001713	XP_034180203.1	XP_026300877.1, XP_016771484.1
OG0001715	XP_034180343.1, XP_034180349.1	XP_016771568.2
OG0001716	XP_034180613.1, XP_034180614.1, XP_034180611.1, XP_034180612.1	XP_396377.3, XP_016771703.1
OG0001717	XP_034180111.1	XP_026300734.1, XP_016771842.1
OG0001718	XP_034187298.1	XP_026300051.1, XP_016771899.1
OG0001719	XP_034179198.1, XP_034179199.1	XP_625215.4, XP_016772001.1
OG0001720	XP_034179451.1	XP_016772335.1
OG0001721	XP_034186751.1	XP_016772413.1, XP_026301646.1
OG0001722	XP_034194383.1, XP_034194380.1	XP_016772817.1
OG0001723	XP_034177425.1	XP_016772926.2, XP_026299027.1
OG0001724	XP_034172532.1	XP_016772983.2
OG0001725	XP_034183730.1	XP_625121.3
OG0001726	XP_034189256.1, XP_034189255.1	XP_016773550.1
OG0001727	XP_034189173.1	XP_394280.3, XP_016773614.1
OG0001728	XP_034188975.1	XP_026294846.1
OG0001729	XP_034189204.1, XP_034189205.1, XP_034189203.1	XP_026294961.1
OG0001730	XP_034171512.1	XP_026294994.1, XP_026294996.1
OG0001731	XP_034171056.1	XP_026294997.1, XP_026295003.1
OG0001732	XP_034194429.1, XP_034194426.1	XP_026295183.1
OG0001733	XP_034194387.1	XP_026295324.1, XP_026295325.1
OG0001734	XP_034182788.1, XP_034182787.1, XP_034182793.1	XP_026295427.1
OG0001735	XP_034173310.1	XP_026295549.1
OG0001736	XP_034182736.1	XP_026295581.1, XP_026295572.1
OG0001737	XP_034187343.1	XP_026295876.1
OG0001738	XP_034174020.1, XP_034174019.1, XP_034174022.1, XP_034174023.1, XP_034174024.1	XP_026295922.1
OG0001739	XP_034196435.1	XP_026295986.1
OG0001740	XP_034174847.1, XP_034174848.1	XP_026295992.1, XP_026295991.1
OG0001741	XP_034174317.1	XP_026296077.1, XP_026296074.1
OG0001742	XP_034171308.1	XP_026296135.1
OG0001743	XP_034174753.1, XP_034174750.1	XP_026296212.1
OG0001745	XP_034177785.1	XP_026296430.1
OG0001746	XP_034177920.1, XP_034177921.1, XP_034177922.1, XP_034177919.1, XP_034177918.1, XP_034177923.1	XP_026296485.1
OG0001747	XP_034190946.1	XP_026296488.1
OG0001748	XP_034176743.1	XP_026296535.1
OG0001749	XP_034192968.1	XP_026296631.1
OG0001750	XP_034177683.1	XP_026296701.1
OG0001751	XP_034177282.1	XP_026296729.1, XP_026296731.1
OG0001752	XP_034192906.1, XP_034192903.1	XP_026296861.1
OG0001753	XP_034177517.1, XP_034177518.1, XP_034177516.1	XP_026296872.1, XP_026296873.1
OG0001754	XP_034195028.1, XP_034195036.1	XP_026297019.1
OG0001755	XP_034189008.1, XP_034189011.1	XP_026297049.1
OG0001756	XP_034196319.1	XP_026297205.1, XP_026297206.1
OG0001757	XP_034195426.1	XP_026297323.1
OG0001758	XP_034176402.1, XP_034176411.1	XP_026297491.1
OG0001759	XP_034175543.1	XP_026297520.1
OG0001760	XP_034191947.1, XP_034191946.1, XP_034191944.1, XP_034191945.1	XP_026297815.1
OG0001761	XP_034194579.1	XP_026297873.1
OG0001762	XP_034184948.1	XP_026297892.1
OG0001763	XP_034181396.1, XP_034181395.1	XP_026297917.1
OG0001764	XP_034188059.1	XP_026297973.1
OG0001765	XP_034175981.1	XP_026297975.1
OG0001766	XP_034190377.1, XP_034190374.1, XP_034190375.1, XP_034190379.1, XP_034190378.1, XP_034190376.1	XP_026298354.1
OG0001767	XP_034191753.1	XP_026298558.1
OG0001768	XP_034184070.1, XP_034184073.1	XP_026298664.1, XP_026298663.1
OG0001769	XP_034191697.1	XP_026298731.1
OG0001770	XP_034185955.1	XP_026298886.1
OG0001771	XP_034186802.1	XP_026298941.1, XP_026298938.1, XP_026298939.1, XP_026298936.1, XP_026298937.1, XP_026298940.1
OG0001772	XP_034183808.1, XP_034183809.1	XP_026299097.1, XP_026299098.1
OG0001773	XP_034185771.1, XP_034185770.1	XP_026299099.1
OG0001774	XP_034181303.1, XP_034181302.1	XP_026299115.1
OG0001775	XP_034183692.1	XP_026299138.1, XP_026299137.1, XP_026299136.1, XP_026299135.1, XP_026299139.1
OG0001776	XP_034186151.1	XP_026299298.1
OG0001777	XP_034176446.1, XP_034176444.1, XP_034176445.1, XP_034176443.1	XP_026299381.1
OG0001778	XP_034172904.1, XP_034172905.1	XP_026299413.1
OG0001779	XP_034185011.1, XP_034185010.1, XP_034185012.1	XP_026299482.1
OG0001780	XP_034193307.1	XP_026299490.1, XP_026299741.1
OG0001781	XP_034175090.1	XP_026299659.1
OG0001782	XP_034170963.1, XP_034171019.1	XP_026299833.1, XP_026299834.1
OG0001783	XP_034176489.1	XP_026299850.1
OG0001784	XP_034181358.1	XP_026299872.1, XP_026299874.1, XP_026299875.1
OG0001785	XP_034186590.1, XP_034186588.1	XP_026300196.1, XP_026300199.1
OG0001786	XP_034179498.1	XP_026300227.1, XP_026300224.1
OG0001787	XP_034178659.1, XP_034178657.1	XP_026300432.1, XP_026300434.1
OG0001788	XP_034178480.1, XP_034178478.1	XP_026300438.1
OG0001789	XP_034178310.1	XP_026300546.1
OG0001790	XP_034178168.1	XP_026300552.1, XP_026300554.1, XP_026300553.1
OG0001791	XP_034178137.1, XP_034178138.1, XP_034178139.1	XP_026300580.1
OG0001792	XP_034178391.1	XP_026300612.1
OG0001793	XP_034172884.1	XP_026300682.1, XP_026300697.1
OG0001794	XP_034180723.1	XP_026300716.1, XP_026300717.1
OG0001795	XP_034180413.1, XP_034180412.1, XP_034180411.1	XP_026300792.1
OG0001796	XP_034180792.1	XP_026300967.1, XP_026300849.1
OG0001797	XP_034180462.1, XP_034180460.1, XP_034180461.1	XP_026300909.1
OG0001798	XP_034191975.1	XP_026300914.1
OG0001799	XP_034180634.1	XP_026300939.1
OG0001800	XP_034191722.1, XP_034191723.1, XP_034191724.1	XP_026300952.1
OG0001801	XP_034180282.1	XP_026300976.1
OG0001802	XP_034196072.1	XP_026300987.1
OG0001803	XP_034193814.1	XP_026301150.1
OG0001804	XP_034193843.1	XP_026301304.1
OG0001805	XP_034193837.1	XP_026301314.1
OG0001806	XP_034185973.1	XP_026301320.1
OG0001807	XP_034181073.1	XP_026301335.1, XP_026301334.1
OG0001808	XP_034179018.1, XP_034179160.1	XP_026301408.1
OG0001810	XP_034190899.1	XP_026301564.1, XP_026301563.1
OG0001811	XP_034173446.1, XP_034173445.1	XP_026301895.1, XP_026301894.1
OG0001812	XP_034175325.1	XP_026301979.1
OG0001813	XP_034189958.1	XP_026302010.1
OG0001814	XP_034183207.1	XP_026302051.1
OG0001815	XP_034191010.1	XP_391929.5
OG0001816	XP_034184003.1	XP_392534.3
OG0001817	XP_034188689.1, XP_034188692.1, XP_034188691.1, XP_034188690.1	XP_392613.2
OG0001818	XP_034194401.1	XP_392655.2
OG0001819	XP_034178906.1, XP_034178907.1, XP_034178908.1, XP_034178909.1	XP_392953.3
OG0001820	XP_034179965.1, XP_034179964.1, XP_034179963.1	XP_393237.4
OG0001821	XP_034189018.1, XP_034189020.1, XP_034189019.1	XP_393467.3
OG0001822	XP_034185711.1	XP_393684.4
OG0001823	XP_034182516.1	XP_394382.2
OG0001824	XP_034173675.1	XP_394479.4
OG0001825	XP_034177514.1	XP_394554.1
OG0001826	XP_034192743.1	XP_394574.3
OG0001827	XP_034196125.1	XP_394621.2
OG0001828	XP_034184206.1, XP_034184205.1	XP_394765.2
OG0001829	XP_034194298.1	XP_394877.3
OG0001830	XP_034191488.1, XP_034191489.1	XP_395324.2
OG0001831	XP_034193517.1	XP_395370.1
OG0001832	XP_034195452.1	XP_395437.4
OG0001833	XP_034186956.1	XP_395689.6
OG0001834	XP_034194403.1	XP_395877.1
OG0001835	XP_034186991.1, XP_034186990.1	XP_396192.5
OG0001836	XP_034176287.1	XP_396203.4
OG0001837	XP_034177297.1, XP_034177305.1, XP_034177312.1	XP_396259.1
OG0001838	XP_034189701.1	XP_396365.1
OG0001839	XP_034175509.1, XP_034175510.1, XP_034175511.1	XP_396547.5
OG0001840	XP_034191214.1	XP_396630.2
OG0001841	XP_034192914.1	XP_396686.2
OG0001842	XP_034196477.1, XP_034196476.1, XP_034196478.1	XP_396862.5
OG0001843	XP_034187730.1	XP_396914.2
OG0001844	XP_034186961.1, XP_034186957.1	XP_397095.3
OG0001845	XP_034176740.1	XP_397125.5
OG0001846	XP_034188024.1, XP_034188025.1	XP_397160.3
OG0001847	XP_034196138.1	XP_397220.3
OG0001848	XP_034190915.1, XP_034190916.1	XP_397291.2
OG0001849	XP_034195528.1	XP_623500.2
OG0001850	XP_034177829.1	XP_623571.3
OG0001851	XP_034191483.1, XP_034191487.1, XP_034191484.1, XP_034191486.1	XP_623589.2
OG0001852	XP_034178369.1	XP_623644.3
OG0001853	XP_034172353.1, XP_034172354.1, XP_034172355.1	XP_623847.3
OG0001854	XP_034181362.1, XP_034181363.1, XP_034181361.1, XP_034181360.1	XP_623941.1
OG0001855	XP_034172572.1	XP_623954.1
OG0001856	XP_034184656.1	XP_623996.3
OG0001857	XP_034190487.1	XP_624087.2
OG0001858	XP_034173461.1	XP_624179.3
OG0001859	XP_034188512.1	XP_624215.4
OG0001860	XP_034184826.1	XP_624287.2
OG0001861	XP_034184782.1, XP_034184783.1, XP_034184781.1	XP_624417.1
OG0001862	XP_034193060.1, XP_034193066.1	XP_624429.2
OG0001863	XP_034196055.1, XP_034196054.1, XP_034196056.1	XP_624449.2
OG0001864	XP_034186148.1	XP_624479.1
OG0001865	XP_034189038.1, XP_034189037.1, XP_034189036.1, XP_034189039.1	XP_624584.4
OG0001866	XP_034187032.1, XP_034187033.1	XP_624933.3
OG0001867	XP_034186840.1	XP_624943.3
OG0001868	XP_034186551.1	XP_625084.1
OG0001869	XP_034186046.1	XP_625100.1
OG0001870	XP_034184381.1, XP_034184380.1	XP_625156.2
OG0001871	XP_034185775.1	XP_625250.4
OG0001893	XP_034184130.1, XP_034175542.1	NP_001011604.2, XP_006561561.1
OG0001894	XP_034196109.1, XP_034196108.1	NP_001011616.2
OG0001895	XP_034180092.1, XP_034180090.1	XP_026300655.1, NP_001011621.1
OG0001896	XP_034175143.1	NP_001094493.1, XP_016770154.2
OG0001897	XP_034178729.1	XP_026300314.1
OG0001898	XP_034176724.1	NP_001104725.1
OG0001899	XP_034187101.1	NP_001170961.1
OG0001900	XP_034191781.1	NP_001171374.1, XP_026300673.1
OG0001901	XP_034189236.1	NP_001177350.1, XP_026302146.1
OG0001902	XP_034191584.1	NP_001229508.1, XP_026301738.1
OG0001903	XP_034185005.1	NP_001229922.1, XP_026297484.1, XP_006564341.1
OG0001904	XP_034171540.1	XP_006568757.1, NP_001233596.1
OG0001905	XP_034187040.1	NP_001257750.1
OG0001906	XP_034189984.1	XP_016769703.1, NP_001263356.1, XP_026298954.1
OG0001907	XP_034184436.1	NP_001301008.1, XP_623081.1
OG0001908	XP_034189218.1	NP_001306198.1
OG0001909	XP_034174942.1, XP_034174944.1	XP_001119879.1
OG0001910	XP_034189812.1, XP_034189813.1	XP_001119908.1
OG0001911	XP_034175927.1	XP_001119910.3
OG0001912	XP_034181597.1, XP_034181596.1	XP_001119929.2
OG0001913	XP_034172240.1	XP_001119937.1
OG0001914	XP_034183877.1	XP_001119992.2
OG0001915	XP_034173340.1	XP_006571060.1, XP_001120030.2, XP_006571059.1
OG0001916	XP_034183492.1, XP_034183490.1	XP_001120034.1
OG0001917	XP_034191921.1	XP_001120159.2
OG0001918	XP_034190514.1, XP_034190515.1, XP_034190513.1	XP_001120227.2
OG0001919	XP_034195253.1, XP_034195252.1	XP_001120276.2
OG0001920	XP_034172309.1, XP_034172308.1	XP_001120360.1
OG0001921	XP_034181565.1, XP_034181566.1, XP_034181567.1	XP_001120364.1
OG0001922	XP_034179667.1, XP_034179666.1	XP_001120409.1, XP_006558354.1
OG0001923	XP_034190949.1, XP_034190948.1	XP_026296684.1, XP_001120503.2
OG0001924	XP_034172099.1	XP_001120526.3
OG0001925	XP_034185417.1, XP_034185418.1	XP_001120611.1
OG0001926	XP_034194037.1	XP_001120644.2
OG0001927	XP_034171690.1	XP_001120674.3
OG0001928	XP_034176914.1, XP_034176917.1, XP_034176915.1, XP_034176918.1	XP_001120695.1
OG0001929	XP_034189316.1, XP_034189317.1, XP_034189319.1	XP_001120710.2
OG0001930	XP_034177226.1	XP_001120760.2
OG0001931	XP_034191111.1, XP_034191112.1	XP_001120770.1
OG0001932	XP_034173423.1	XP_016767124.1, XP_026300906.1, XP_001120845.2, XP_026300902.1, XP_016767121.1
OG0001933	XP_034192641.1	XP_001120848.2
OG0001934	XP_034190455.1	XP_016769298.2, XP_001120879.2
OG0001935	XP_034175866.1	XP_001120937.2
OG0001936	XP_034185995.1	XP_001120943.2, XP_006566059.1
OG0001937	XP_034188688.1	XP_001120965.1
OG0001938	XP_034175969.1	XP_001121025.1
OG0001939	XP_034191302.1	XP_001121123.3
OG0001940	XP_034174201.1	XP_001121347.2
OG0001941	XP_034175018.1	XP_001121441.3, XP_016770595.2
OG0001942	XP_034194326.1, XP_034194330.1	XP_001121552.2
OG0001944	XP_034180321.1	XP_001121913.2
OG0001945	XP_034189879.1, XP_034189877.1	XP_001122025.2
OG0001946	XP_034173983.1	XP_001122053.2, XP_026295972.1
OG0001948	XP_034179915.1	XP_001122341.1
OG0001949	XP_034193769.1	XP_001122466.1
OG0001950	XP_034171010.1	XP_001122467.1
OG0001951	XP_034178295.1, XP_034178296.1	XP_001122511.2
OG0001952	XP_034178519.1, XP_034178518.1	XP_001122536.1
OG0001953	XP_034171716.1, XP_034171714.1, XP_034171717.1, XP_034171715.1	XP_001122558.1
OG0001954	XP_034186283.1, XP_034186265.1, XP_034186274.1	XP_001122741.2
OG0001955	XP_034180049.1	XP_001123003.1
OG0001956	XP_034185019.1	XP_003249123.2, XP_006557475.2, XP_006557476.2
OG0001957	XP_034187848.1	XP_003249152.1
OG0001958	XP_034174536.1	XP_003249383.1
OG0001959	XP_034179081.1	XP_003249400.1
OG0001960	XP_034171509.1, XP_034171510.1	XP_003249451.1
OG0001961	XP_034178650.1, XP_034178649.1	XP_003249477.1, XP_006559389.1
OG0001962	XP_034190684.1	XP_003249515.1
OG0001963	XP_034193954.1, XP_034193952.1, XP_034193955.1	XP_016772141.2, XP_003249733.2
OG0001964	XP_034189429.1	XP_003249834.2
OG0001965	XP_034195781.1	XP_003249988.1
OG0001966	XP_034196309.1	XP_016768244.1, XP_016768243.1, XP_003250114.1
OG0001967	XP_034179710.1	XP_003250290.2
OG0001968	XP_034176163.1	XP_003250447.1, XP_016770394.1
OG0001969	XP_034190321.1, XP_034190324.1, XP_034190323.1, XP_034190322.1	XP_003250507.1
OG0001970	XP_034171929.1	XP_026294905.1, XP_003250769.3, XP_026294912.1
OG0001971	XP_034191887.1	XP_003250796.2
OG0001972	XP_034174954.1	XP_003250895.2
OG0001973	XP_034177542.1	XP_026296634.1, XP_003251129.1
OG0001974	XP_034175656.1, XP_034175641.1	XP_003251506.2
OG0001975	XP_034196143.1, XP_034196144.1, XP_034196142.1, XP_034196145.1	XP_003251580.2
OG0001976	XP_034173056.1	XP_003251593.1, XP_006570675.1
OG0001977	XP_034194397.1	XP_003251848.1
OG0001978	XP_034174078.1	XP_006557395.1
OG0001979	XP_034196465.1	XP_394141.2, XP_006557452.1, XP_006557451.1, XP_026299679.1
OG0001980	XP_034172340.1, XP_034172386.1	XP_006557469.1
OG0001981	XP_034191406.1	XP_006557487.1, XP_016770518.1
OG0001982	XP_034191905.1, XP_034191903.1	XP_393658.4, XP_006557619.1
OG0001983	XP_034178929.1	XP_395910.3, XP_006557644.1
OG0001984	XP_034189360.1, XP_034189359.1, XP_034189362.1	XP_006557714.2, XP_026294844.1
OG0001985	XP_034186785.1	XP_393344.3
OG0001986	XP_034186756.1, XP_034186759.1	XP_006557753.2
OG0001987	XP_034191167.1	XP_016772579.1, XP_006557799.1, XP_026301710.1
OG0001988	XP_034191177.1	XP_006557802.1
OG0001989	XP_034191183.1	XP_006557806.1
OG0001990	XP_034178554.1, XP_034178555.1	XP_016771418.2, XP_006557875.2
OG0001991	XP_034177993.1, XP_034177992.1	XP_016771212.1, XP_006557901.1
