Orthogroup	Osmia_lignaria	Ceratina_calcarata
OG0002309	XP_034181193.1, XP_034185442.1	XP_017875460.1
OG0002310	XP_034190454.1	XP_026674241.1, XP_026674242.1, XP_017889963.1
OG0002311	XP_034173365.1, XP_034173366.1	XP_017888172.1
OG0002312	XP_034177461.1	XP_017883580.1
OG0002313	XP_034177487.1, XP_034177486.1, XP_034177488.1	XP_017883090.1
OG0002314	XP_034172646.1	XP_017879798.1, XP_017888608.1
OG0002315	XP_034192953.1	XP_026669064.1
OG0002316	XP_034180858.1	XP_017884581.1, XP_026671500.1, XP_026671499.1
OG0002318	XP_034177645.1, XP_034177646.1, XP_034177647.1	XP_026674274.1, XP_026674275.1, XP_026674273.1
OG0002319	XP_034186386.1	XP_026672758.1, XP_026672759.1, XP_017886881.1
OG0002320	XP_034193677.1, XP_034193676.1	XP_017889898.1
OG0002321	XP_034177203.1, XP_034177201.1	XP_017876403.1
OG0002323	XP_034185350.1	XP_026669289.1, XP_026669290.1, XP_017880045.1
OG0002324	XP_034193456.1	XP_026668648.1, XP_017878505.1
OG0002325	XP_034186086.1	XP_017875652.1
OG0002326	XP_034181544.1, XP_034181545.1	XP_017890959.1
OG0002327	XP_034188902.1	XP_017879290.1
OG0002328	XP_034183535.1, XP_034183536.1	XP_017883915.1
OG0002329	XP_034185690.1	XP_017880076.1
OG0002330	XP_034172974.1	XP_017881330.1
OG0002331	XP_034173871.1	XP_017885502.1, XP_017885501.1
OG0002332	XP_034186842.1	XP_017888393.1
OG0002333	XP_034176326.1	XP_017889403.1
OG0002334	XP_034172851.1	XP_017885232.1
OG0002335	XP_034190890.1, XP_034190891.1	XP_017880192.1
OG0002336	XP_034194519.1	XP_017886980.1
OG0002337	XP_034181568.1	XP_026670926.1, XP_017883264.1
OG0002338	XP_034189127.1, XP_034189128.1, XP_034189129.1	XP_017891122.1, XP_017891113.1
OG0002339	XP_034185798.1, XP_034185799.1, XP_034185797.1	XP_017876676.1
OG0002340	XP_034173829.1, XP_034173830.1	XP_017876599.1
OG0002341	XP_034191578.1	XP_017877284.1
OG0002342	XP_034180330.1	XP_026672902.1, XP_017887177.1
OG0002343	XP_034187445.1	XP_026672242.1, XP_026672245.1, XP_026672244.1, XP_026672243.1, XP_017885751.1
OG0002344	XP_034173145.1	XP_017879804.1
OG0002345	XP_034171447.1	XP_017887750.1
OG0002347	XP_034181278.1	XP_017875085.1
OG0002348	XP_034187417.1	XP_017878252.1
OG0002349	XP_034172126.1, XP_034172128.1, XP_034172127.1	XP_017879915.1, XP_017879906.1
OG0002350	XP_034195598.1	XP_017891185.2
OG0002351	XP_034191490.1	XP_017888086.1
OG0002352	XP_034193217.1	XP_026671380.1, XP_017884115.1
OG0002353	XP_034194468.1	XP_017880634.1
OG0002354	XP_034193274.1	XP_017890474.1
OG0002355	XP_034193300.1	XP_017890485.1, XP_017890487.1, XP_017890486.1
OG0002356	XP_034182547.1, XP_034182546.1, XP_034182549.1	XP_017890345.1
OG0002357	XP_034182757.1	XP_017890302.1
OG0002358	XP_034192083.1, XP_034192084.1	XP_017884464.1
OG0002359	XP_034180383.1	XP_017884477.1
OG0002361	XP_034196350.1, XP_034196351.1, XP_034196352.1	XP_026670811.1
OG0002362	XP_034187608.1	XP_017879113.1
OG0002363	XP_034186309.1	XP_026672597.1, XP_017886608.1
OG0002364	XP_034186029.1, XP_034186032.1, XP_034186031.1, XP_034186030.1	XP_026668887.1
OG0002365	XP_034196240.1	XP_017883289.1, XP_026670941.1, XP_026670940.1
OG0002366	XP_034178302.1, XP_034178221.1	XP_017879579.1
OG0002367	XP_034176195.1, XP_034176197.1, XP_034176196.1	XP_026674526.1, XP_017890431.1
OG0002368	XP_034175207.1	XP_017878381.1
OG0002370	XP_034191893.1	XP_026671727.1
OG0002371	XP_034189207.1, XP_034189206.1	XP_017879171.1
OG0002372	XP_034190213.1	XP_017881502.1, XP_017881501.1
OG0002373	XP_034188180.1	XP_017886128.1
OG0002374	XP_034171297.1	XP_026672256.1
OG0002375	XP_034177371.1	XP_017879462.1
OG0002375	XP_034192195.1	XP_017878645.1
OG0002377	XP_034179968.1, XP_034179966.1	XP_017887546.1, XP_017886304.1
OG0002378	XP_034194547.1, XP_034195132.1, XP_034194199.1, XP_034195140.1, XP_034194882.1, XP_034192182.1, XP_034194560.1	XP_017891420.1
OG0002383	XP_034188468.1	XP_017884036.1
OG0002384	XP_034179183.1	XP_017892581.1
OG0002385	XP_034177880.1, XP_034177881.1, XP_034177879.1	XP_017883166.1
OG0002386	XP_034176204.1	XP_017890459.1
OG0002388	XP_034187069.1	XP_017888706.1
OG0002389	XP_034179420.1	XP_017886104.1, XP_017886112.1
OG0002390	XP_034180429.1, XP_034180430.1, XP_034180431.1	XP_017877639.1
OG0002392	XP_034176648.1	XP_017886015.1
OG0002393	XP_034184582.1, XP_034184581.1	XP_017888598.2, XP_026667486.1
OG0002394	XP_034171887.1	XP_026669572.1, XP_026669575.1
OG0002395	XP_034191979.1	XP_017884838.1, XP_017885012.1
OG0002396	XP_034196131.1	XP_017890851.1
OG0002397	XP_034178854.1	XP_017891608.1, XP_026674990.1, XP_017891607.1
OG0002398	XP_034196102.1	XP_026669125.1, XP_017879786.1
OG0002399	XP_034174476.1	XP_017877807.1
OG0002400	XP_034181836.1	XP_017875871.1, XP_017877830.1
OG0002401	XP_034192865.1, XP_034192866.1	XP_017883514.1
OG0002402	XP_034190362.1	XP_017890825.1
OG0002403	XP_034186063.1	XP_017883791.1
OG0002404	XP_034180646.1	XP_017884397.1
OG0002405	XP_034172073.1, XP_034172070.1	XP_017889136.1
OG0002406	XP_034180974.1	XP_017893232.1
OG0002407	XP_034176101.1	XP_017880379.1
OG0002409	XP_034172840.1	XP_017885231.2
OG0002410	XP_034191092.1	XP_017890655.1
OG0002411	XP_034193660.1	XP_017892599.1
OG0002412	XP_034195513.1	XP_017880288.1
OG0002414	XP_034173467.1	XP_026673805.1, XP_026673797.1
OG0002415	XP_034171718.1	XP_017892790.1, XP_017892791.1
OG0002416	XP_034174311.1, XP_034174310.1	XP_017893357.1
OG0002417	XP_034178699.1, XP_034178701.1	XP_017888040.1
OG0002418	XP_034177946.1, XP_034177945.1	XP_017893481.1
OG0002420	XP_034191500.1, XP_034191498.1	XP_017884645.1
OG0002421	XP_034175255.1	XP_017890868.1
OG0002422	XP_034171828.1	XP_017881342.1, XP_017881333.1, XP_017881350.1
OG0002423	XP_034184011.1, XP_034184013.1, XP_034184012.1	XP_017876308.1
OG0002424	XP_034188221.1, XP_034188218.1	XP_017880869.1
OG0002425	XP_034186002.1	XP_017883807.1
OG0002426	XP_034187185.1	XP_017877183.1
OG0002427	XP_034175290.1, XP_034175288.1, XP_034175289.1	XP_017880396.1
OG0002428	XP_034183952.1	XP_017883015.1, XP_017883008.1
OG0002430	XP_034172515.1, XP_034172516.1	XP_017879799.1
OG0002431	XP_034181380.1	XP_017875102.1
OG0002432	XP_034172674.1	XP_026669145.1, XP_026669146.1
OG0002433	XP_034177913.1	XP_017891355.1
OG0002434	XP_034178268.1	XP_026666757.1, XP_026666756.1, XP_026666758.1
OG0002435	XP_034195874.1	XP_017892758.1
OG0002436	XP_034177609.1	XP_017877825.1, XP_017877827.1
OG0002437	XP_034179149.1	XP_017891508.1
OG0002438	XP_034186227.1	XP_017875130.1
OG0002439	XP_034171126.1	XP_017875075.1
OG0002440	XP_034181284.1	XP_026672143.1
OG0002441	XP_034171712.1	XP_017890839.1
OG0002442	XP_034171695.1	XP_017891296.1
OG0002443	XP_034173209.1	XP_017881563.1
OG0002444	XP_034173585.1	XP_017889071.1
OG0002445	XP_034195237.1	XP_017889913.1
OG0002446	XP_034190744.1, XP_034190742.1	XP_017881066.1
OG0002447	XP_034179761.1	XP_017889529.1
OG0002448	XP_034182691.1	XP_017882419.1
OG0002449	XP_034190735.1, XP_034190732.1	XP_026667993.1
OG0002450	XP_034178423.1	XP_017891839.1
OG0002451	XP_034193860.1, XP_034193871.1	XP_017891180.1
OG0002452	XP_034179417.1	XP_017878317.1
OG0002453	XP_034189372.1	XP_017876329.1
OG0002454	XP_034196687.1, XP_034196684.1	XP_026667828.1, XP_026667829.1, XP_026667830.1
OG0002455	XP_034195876.1	XP_026675592.1
OG0002456	XP_034189802.1	XP_017887422.1
OG0002457	XP_034176542.1	XP_017878620.1
OG0002458	XP_034180728.1	XP_017884775.1
OG0002459	XP_034171268.1	XP_017890870.1, XP_026674701.1
OG0002460	XP_034185165.1	XP_017888512.1
OG0002461	XP_034192322.1	XP_017888374.1
OG0002462	XP_034190669.1	XP_017885971.1
OG0002463	XP_034185085.1, XP_034185084.1	XP_017883451.1
OG0002464	XP_034181564.1	XP_017890875.1, XP_026674703.1
OG0002465	XP_034191774.1	XP_017891967.1
OG0002466	XP_034178052.1	XP_026674422.1, XP_017890324.1, XP_026674423.1
OG0002467	XP_034188087.1	XP_017892177.2
OG0002468	XP_034179890.1, XP_034179891.1	XP_026668503.1, XP_026668501.1
OG0002469	XP_034179808.1	XP_017885430.1, XP_017885429.1
OG0002470	XP_034194254.1	XP_017880727.1
OG0002471	XP_034178242.1	XP_017893382.1
OG0002472	XP_034173578.1	XP_017885658.1
OG0002473	XP_034193525.1	XP_017889511.1
OG0002474	XP_034186279.1	XP_017882511.1, XP_026670565.1, XP_026670562.1, XP_026670557.1
OG0002475	XP_034186282.1	XP_017882402.2
OG0002476	XP_034191968.1	XP_026671619.1, XP_017884989.1
OG0002477	XP_034178092.1, XP_034178091.1	XP_017888561.1, XP_026673565.1
OG0002478	XP_034189312.1	XP_026667814.1, XP_026667815.1
OG0002479	XP_034184338.1	XP_017882263.1, XP_026670362.1
OG0002480	XP_034183985.1	XP_017876215.1
OG0002481	XP_034190175.1, XP_034190177.1	XP_017882004.1, XP_026670423.1
OG0002482	XP_034181158.1	XP_017893306.1, XP_026666592.1
OG0002483	XP_034173842.1	XP_017893393.1
OG0002484	XP_034183755.1	XP_017881935.1
OG0002485	XP_034179904.1, XP_034179903.1	XP_026674177.1, XP_026674176.1, XP_026674175.1
OG0002486	XP_034181059.1, XP_034181058.1	XP_017892214.1
OG0002487	XP_034176692.1	XP_017886265.1, XP_026672460.1, XP_026672459.1, XP_026672458.1
OG0002488	XP_034183648.1, XP_034183650.1	XP_017881945.1
OG0002489	XP_034177335.1	XP_017883094.1
OG0002490	XP_034185978.1, XP_034185979.1	XP_017891655.1
OG0002492	XP_034172055.1	XP_017876836.1, XP_026667808.1
OG0002493	XP_034190731.1	XP_026668682.1, XP_017877317.1
OG0002494	XP_034177260.1, XP_034177259.1	XP_017883022.1
OG0002495	XP_034192766.1	XP_017890180.1
OG0002496	XP_034177662.1	XP_017890100.1
OG0002497	XP_034181331.1, XP_034181330.1	XP_017883683.1
OG0002498	XP_034182198.1, XP_034182196.1	XP_017881654.1
OG0002500	XP_034193049.1	XP_017875078.1
OG0002501	XP_034191033.1	XP_017886788.1
OG0002502	XP_034175344.1	XP_017877598.1
OG0002503	XP_034194347.1, XP_034194351.1	XP_017887317.1
OG0002504	XP_034194368.1, XP_034194369.1	XP_026672924.1, XP_017887264.1, XP_026672923.1
OG0002505	XP_034187964.1	XP_017879168.1
OG0002506	XP_034185032.1	XP_026669493.1
OG0002507	XP_034191383.1	XP_017880343.1, XP_026671970.1
OG0002508	XP_034193190.1, XP_034193188.1	XP_017887687.1
OG0002509	XP_034187986.1	XP_026672852.1
OG0002510	XP_034178306.1	XP_017886186.1
OG0002511	XP_034179375.1	XP_017882918.1
OG0002512	XP_034182602.1	XP_017880907.1
OG0002513	XP_034175845.1	XP_026673996.1, XP_017889428.1
OG0002514	XP_034179654.1	XP_026675503.1
OG0002515	XP_034171780.1	XP_017882306.1
OG0002516	XP_034194279.1	XP_017880758.1, XP_017880759.1
OG0002517	XP_034178251.1	XP_017893511.1, XP_017893512.1, XP_026666700.1, XP_026666699.1
OG0002518	XP_034177933.1	XP_017893440.1
OG0002519	XP_034185014.1	XP_017889650.1
OG0002520	XP_034188057.1	XP_017891127.1
OG0002521	XP_034174728.1	XP_017881736.1
OG0002522	XP_034173878.1, XP_034173873.1	XP_026672184.1, XP_017885606.1
OG0002523	XP_034181532.1	XP_026666603.1
OG0002524	XP_034184973.1, XP_034184974.1	XP_017883426.2
OG0002525	XP_034187914.1	XP_026674794.1
OG0002526	XP_034184232.1, XP_034184220.1	XP_017885834.1
OG0002527	XP_034189142.1	XP_017892883.1, XP_017892879.1
OG0002528	XP_034186150.1	XP_017882240.1, XP_026670250.1
OG0002529	XP_034187083.1	XP_017888708.1
OG0002530	XP_034186979.1	XP_017888687.1
OG0002531	XP_034190505.1	XP_017890829.1
OG0002532	XP_034190510.1, XP_034190509.1, XP_034190511.1	XP_017890823.1
OG0002534	XP_034187936.1	XP_017892245.1
OG0002535	XP_034182193.1	XP_017886103.1
OG0002536	XP_034188494.1	XP_017884039.1
OG0002537	XP_034182719.1	XP_017880853.1
OG0002538	XP_034181285.1	XP_017885590.1, XP_017885592.1, XP_017885591.1, XP_017885593.1
OG0002539	XP_034196252.1	XP_017875045.1
OG0002540	XP_034184042.1	XP_017881326.1
OG0002541	XP_034193702.1	XP_017889591.1, XP_017889589.1
OG0002542	XP_034195540.1	XP_017875030.1
OG0002543	XP_034178502.1	XP_017883478.1
OG0002544	XP_034191558.1	XP_017884582.1
OG0002545	XP_034173825.1	XP_017876444.1
OG0002547	XP_034186653.1	XP_017877224.1
OG0002548	XP_034181668.1	XP_017886099.1, XP_026674669.1, XP_026674348.1
OG0002549	XP_034181726.1	XP_017892289.1
OG0002550	XP_034188366.1	XP_017885840.1
OG0002551	XP_034194638.1	XP_017882349.1
OG0002552	XP_034188557.1, XP_034188559.1	XP_017880592.1
OG0002553	XP_034179468.1	XP_026671275.1, XP_026674967.1
OG0002554	XP_034176872.1, XP_034176873.1	XP_017875377.1
OG0002555	XP_034189314.1	XP_017876856.1
OG0002556	XP_034189311.1, XP_034189310.1	XP_017876855.1
OG0002557	XP_034170846.1, XP_034170847.1	XP_026672608.1
OG0002558	XP_034170825.1	XP_017891480.1
OG0002559	XP_034171697.1	XP_026675627.1
OG0002561	XP_034183010.1	XP_017884083.2
OG0002562	XP_034191270.1, XP_034191265.1	XP_017877181.1
OG0002563	XP_034184531.1	XP_017879440.1, XP_017892038.1, XP_017892040.1, XP_017892039.1
OG0002564	XP_034184534.1, XP_034184533.1	XP_026671949.1
OG0002565	XP_034183996.1	XP_017876235.1
OG0002566	XP_034179971.1	XP_026670031.1, XP_026670032.1
OG0002567	XP_034189393.1	XP_017891148.1
OG0002568	XP_034189044.1	XP_017891293.1
OG0002569	XP_034183703.1	XP_017882022.1
OG0002570	XP_034177253.1	XP_026675163.1
OG0002571	XP_034194977.1	XP_017879776.1
OG0002572	XP_034195510.1	XP_017892988.1
OG0002573	XP_034174499.1	XP_017882528.1
OG0002574	XP_034173844.1	XP_017889282.1
OG0002575	XP_034174840.1	XP_017890880.1
OG0002577	XP_034189643.1	XP_017882175.1
OG0002578	XP_034190038.1, XP_034190037.1	XP_017882082.1
OG0002579	XP_034183578.1	XP_017883805.1, XP_026671209.1, XP_026671206.1, XP_026671207.1, XP_026671208.1
OG0002580	XP_034180477.1	XP_017888146.1
OG0002581	XP_034180360.1	XP_017888112.1
OG0002582	XP_034195270.1, XP_034195283.1, XP_034191469.1	XP_017888129.2, XP_026673327.1
OG0002583	XP_034180739.1	XP_017884569.1
OG0002584	XP_034190780.1	XP_026672762.1
OG0002585	XP_034193904.1	XP_017889546.1, XP_017889547.1
OG0002586	XP_034193694.1, XP_034193695.1	XP_017889371.1
OG0002587	XP_034193551.1	XP_017886300.1
OG0002588	XP_034193623.1	XP_017886455.1
OG0002589	XP_034193757.1, XP_034193760.1	XP_017886428.1
OG0002590	XP_034185137.1	XP_017881415.1
OG0002591	XP_034188166.1	XP_017886159.1
OG0002592	XP_034182402.1	XP_017877512.1
OG0002593	XP_034188481.1	XP_026672934.1, XP_017887311.1, XP_017887313.1
OG0002594	XP_034182689.1	XP_026670549.1, XP_017882475.1
OG0002595	XP_034178625.1	XP_017880976.1
OG0002596	XP_034195451.1	XP_026675595.1, XP_026675594.1, XP_017892707.1
OG0002597	XP_034185026.1	XP_017878359.2
OG0002598	XP_034176018.1	XP_017879067.2
OG0002599	XP_034176184.1, XP_034176185.1	XP_017888326.1
OG0002600	XP_034175797.1	XP_017877629.1
OG0002601	XP_034185921.1, XP_034185919.1, XP_034185920.1	XP_017876526.1
OG0002602	XP_034185251.1	XP_017877271.1
OG0002603	XP_034185461.1, XP_034185460.1	XP_017890416.1
OG0002606	XP_034191539.1, XP_034191538.1, XP_034191540.1, XP_034191541.1	XP_017884449.1
OG0002607	XP_034187231.1, XP_034187233.1, XP_034187232.1, XP_034187230.1	XP_017888503.1
OG0002608	XP_034186414.1	XP_017888768.1
OG0002609	XP_034186436.1, XP_034186431.1	XP_026673903.1
OG0002610	XP_034183140.1	XP_017880235.1
OG0002611	XP_034195751.1	XP_017892577.2
OG0002612	XP_034189912.1	XP_017892089.1
OG0002613	XP_034176933.1	XP_026670506.1, XP_026670509.1
OG0002614	XP_034180834.1	XP_026671598.1, XP_017884606.1
OG0002616	XP_034171762.1	XP_026671400.1, XP_017884183.1
OG0002617	XP_034171744.1, XP_034171740.1	XP_017883949.1
OG0002618	XP_034171663.1	XP_017880493.1
OG0002619	XP_034185706.1	XP_017886573.1
OG0002620	XP_034175433.1, XP_034175431.1	XP_017878492.1, XP_026668628.1
OG0002622	XP_034175888.1	XP_017878391.1
OG0002624	XP_034176679.1	XP_017882167.1
OG0002625	XP_034193236.1	XP_017879956.1
OG0002626	XP_034193348.1, XP_034193346.1	XP_026669274.1
OG0002627	XP_034193339.1	XP_026669262.1
OG0002628	XP_034188661.1	XP_026668089.1
OG0002629	XP_034188635.1	XP_017881187.1
OG0002630	XP_034190838.1, XP_034190841.1	XP_017882790.1
OG0002631	XP_034183308.1	XP_017875356.1
OG0002633	XP_034174454.1, XP_034174453.1	XP_026668721.1
OG0002634	XP_034187624.1	XP_017893602.1, XP_017893603.1
OG0002635	XP_034183961.1	XP_017882702.1, XP_017882694.1
OG0002636	XP_034180416.1	XP_026670079.1
OG0002637	XP_034180341.1, XP_034180376.1	XP_017884047.1
OG0002639	XP_034186823.1	XP_026675246.1
OG0002640	XP_034174825.1, XP_034174824.1	XP_017883148.1
OG0002641	XP_034177610.1	XP_017877818.1
OG0002642	XP_034185486.1	XP_017880038.1
OG0002643	XP_034170944.1	XP_017891421.1
OG0002644	XP_034172943.1	XP_026675392.1, XP_026675393.1, XP_017892398.1, XP_026675394.1
OG0002645	XP_034195543.1	XP_017892402.1
OG0002646	XP_034175298.1, XP_034175307.1	XP_017885249.1
OG0002647	XP_034189200.1, XP_034189201.1	XP_017879307.1
OG0002648	XP_034189232.1, XP_034189235.1, XP_034189234.1, XP_034189233.1	XP_026671389.1
OG0002649	XP_034188914.1	XP_017879322.1
OG0002650	XP_034189095.1	XP_017879259.1
OG0002651	XP_034196708.1, XP_034196710.1	XP_017884203.1
OG0002652	XP_034171569.1	XP_017878231.1
OG0002653	XP_034196536.1, XP_034196537.1	XP_017883988.1
OG0002654	XP_034196711.1, XP_034196712.1	XP_026675611.1
OG0002655	XP_034182050.1	XP_017891850.1, XP_026675193.1
OG0002656	XP_034182096.1	XP_017890287.1, XP_017890285.1
OG0002657	XP_034182541.1, XP_034182540.1	XP_017890344.1
OG0002658	XP_034174704.1	XP_017891691.1
OG0002659	XP_034174285.1	XP_017885326.1
OG0002660	XP_034174291.1	XP_017885332.1
OG0002661	XP_034177438.1	XP_017892549.1, XP_017884027.1
OG0002662	XP_034195998.1	XP_017885243.1
OG0002663	XP_034191408.1, XP_034191400.1	XP_026669345.1
OG0002664	XP_034182420.1	XP_026675447.1, XP_026675455.1
OG0002665	XP_034181485.1	XP_017875077.1
OG0002666	XP_034187077.1, XP_034187078.1	XP_017881829.1
OG0002667	XP_034177696.1	XP_017879605.1
OG0002668	XP_034193439.1, XP_034193438.1, XP_034193437.1	XP_017879017.1, XP_017879016.1
OG0002669	XP_034193388.1	XP_026668187.1
OG0002670	XP_034175642.1	XP_017879934.1
OG0002671	XP_034196353.1	XP_017883290.1, XP_026670951.1
OG0002672	XP_034173344.1, XP_034173350.1, XP_034173349.1	XP_017875768.1
OG0002673	XP_034172883.1, XP_034172882.1	XP_017881029.1
OG0002674	XP_034172343.1	XP_026669787.1, XP_017881052.1
OG0002675	XP_034195833.1, XP_034195831.1	XP_017890942.1
OG0002676	XP_034173133.1, XP_034173132.1	XP_017889034.1
OG0002677	XP_034172158.1	XP_017882949.1
OG0002678	XP_034173218.1	XP_017891394.1
OG0002679	XP_034173568.1	XP_017875960.1
OG0002680	XP_034196343.1	XP_017875860.1
OG0002681	XP_034196068.1	XP_017888252.1, XP_017890261.2
OG0002682	XP_034194202.1	XP_017889199.2, XP_026673197.1
OG0002683	XP_034175943.1	XP_017875183.1
OG0002684	XP_034181063.1	XP_026666971.1
OG0002685	XP_034191031.1	XP_017886910.1, XP_017886911.1
OG0002686	XP_034182663.1	XP_017887279.1
OG0002687	XP_034181563.1, XP_034181561.1, XP_034181562.1	XP_017877591.1
OG0002688	XP_034181410.1, XP_034181409.1	XP_026668847.1, XP_017878959.1, XP_017878960.1
OG0002689	XP_034193043.1, XP_034193042.1, XP_034193041.1	XP_017883606.1
OG0002690	XP_034192852.1	XP_017890037.1, XP_026674323.1
OG0002691	XP_034192863.1	XP_026674325.1
OG0002692	XP_034171774.1	XP_017883366.1
OG0002693	XP_034181243.1, XP_034181244.1	XP_026670906.1, XP_017883270.1, XP_026670907.1
OG0002694	XP_034191231.1, XP_034191229.1	XP_017886834.2
OG0002695	XP_034192301.1, XP_034192306.1	XP_017879072.1
OG0002696	XP_034189674.1	XP_017876671.1
OG0002697	XP_034190130.1	XP_017880453.1
OG0002698	XP_034171066.1	XP_017879207.1
OG0002699	XP_034172052.1	XP_017876835.1
OG0002700	XP_034188748.1	XP_017892834.1
OG0002701	XP_034194999.1	XP_026675379.1
OG0002702	XP_034182538.1	XP_017893428.1
OG0002703	XP_034173397.1	XP_017888186.1
OG0002704	XP_034173351.1, XP_034173354.1, XP_034173353.1	XP_017888240.1
OG0002705	XP_034187506.1	XP_026666856.1, XP_026666854.1, XP_026666855.1
OG0002706	XP_034190191.1	XP_026667864.1, XP_017877000.1
OG0002707	XP_034189733.1, XP_034189731.1	XP_017877075.2
OG0002709	XP_034180440.1	XP_026671015.1
OG0002710	XP_034176892.1	XP_026674383.1, XP_017890231.1, XP_017890232.1, XP_026674384.1, XP_017890234.1
OG0002711	XP_034177614.1, XP_034177615.1, XP_034177616.1	XP_017877819.1
OG0002712	XP_034177161.1, XP_034177160.1	XP_017879567.1
OG0002713	XP_034177258.1	XP_026675135.1, XP_017891757.1
OG0002714	XP_034195851.1	XP_017881674.1
OG0002715	XP_034196082.1	XP_026669139.1
OG0002716	XP_034195872.1	XP_026675591.1, XP_026675590.1, XP_017892713.1
OG0002717	XP_034181831.1, XP_034181849.1	XP_017887637.1
OG0002718	XP_034181107.1	XP_026675440.1, XP_026675441.1
OG0002720	XP_034191942.1	XP_026675398.1
OG0002721	XP_034184438.1	XP_017886398.1
OG0002722	XP_034179431.1	XP_017877828.2, XP_026669382.1
OG0002723	XP_034184503.1	XP_017885406.1, XP_017883980.1
OG0002724	XP_034171817.1	XP_017881143.1
OG0002725	XP_034189546.1	XP_017875696.1
OG0002726	XP_034186249.1, XP_034186248.1	XP_026670306.1
OG0002727	XP_034189545.1	XP_017875741.1
OG0002728	XP_034187144.1	XP_017887863.1
OG0002729	XP_034190882.1	XP_017875087.1
OG0002731	XP_034176068.1	XP_026669815.1
OG0002732	XP_034193270.1	XP_017890582.1
OG0002733	XP_034175733.1	XP_017878488.1
OG0002734	XP_034176159.1	XP_017879933.1
OG0002735	XP_034175736.1	XP_017887903.1
OG0002736	XP_034183314.1, XP_034183312.1	XP_026672625.1
OG0002737	XP_034183246.1	XP_017888380.2, XP_017884097.2
OG0002738	XP_034183264.1	XP_017875357.1
